	GeneSymbol	ENS96	baseMean	log2FoldChange(Ctr/Dexa)	lfcSE	stat	pvalue	padj
ENSMUSG00000070047	Fat1	ENSMUSG00000070047	17618.9929883936	0.00489245900095174	0.0820386057519553	0.0596360573916157	0.952445499817054	0.999923294692819
ENSMUSG00000070056	Mfhas1	ENSMUSG00000070056	1508.16070772572	0.0330619781687602	0.212472451149838	0.155605952629805	0.876343632582501	0.999923294692819
ENSMUSG00000070271	Gm13268	ENSMUSG00000070271	41.3093245574748	-0.1243787500879	0.288720909338645	-0.430792319035037	0.666619385003462	0.999923294692819
ENSMUSG00000070282	3000002C10Rik	ENSMUSG00000070282	210.516275552474	-0.144119227334259	0.159512089488622	-0.903500341549589	0.366260407060258	0.999923294692819
ENSMUSG00000070283	Ndufaf3	ENSMUSG00000070283	489.01286868888	0.0662232947844495	0.193387820607726	0.342437773880182	0.732021465424321	0.999923294692819
ENSMUSG00000070284	Gmppb	ENSMUSG00000070284	619.589975153016	-0.0954521498415718	0.237189682715689	-0.402429602960374	0.687367887365927	0.999923294692819
ENSMUSG00000070287	Slc35g2	ENSMUSG00000070287	30.6721571809592	0.32507259550997	0.302325526103678	1.07524032025828	0.282267147829491	0.999923294692819
ENSMUSG00000070304	Scn2b	ENSMUSG00000070304	314.213185425723	-0.00775457490480628	0.528830649311161	-0.0146636260869281	0.988300538414825	0.999923294692819
ENSMUSG00000070305	Mpzl3	ENSMUSG00000070305	75.4935953779342	0.136855005497935	0.228138317688927	0.599877332682624	0.54858799004473	0.999923294692819
ENSMUSG00000070306	Ccdc153	ENSMUSG00000070306	1.306766562784	-0.131502146400755	1.29890648484428	-0.101240657379981	0.91935942258117	NA
ENSMUSG00000070315	4930581F22Rik	ENSMUSG00000070315	89.8762362254666	-0.184737473833649	0.224617104970413	-0.82245505683097	0.410817955473248	0.999923294692819
ENSMUSG00000070319	Eif3g	ENSMUSG00000070319	3066.77927981237	-0.11058166026859	0.118926130969492	-0.929834842579365	0.352456603144339	0.999923294692819
ENSMUSG00000070327	Rnf213	ENSMUSG00000070327	1709.74574513754	-0.136472447838812	0.293184679931606	-0.465482875403479	0.641585697422038	0.999923294692819
ENSMUSG00000070330	Tmem235	ENSMUSG00000070330	3.11662990251244	0.297780125794323	1.13374462824715	0.262651851550303	0.792818930934023	0.999923294692819
ENSMUSG00000070331	Qrich2	ENSMUSG00000070331	3.26311228626448	0.179618612471582	0.925930445665978	0.193987154556075	0.84618594003136	0.999923294692819
ENSMUSG00000070332	Trim80	ENSMUSG00000070332	1.91000294759444	-1.89926903800634	1.12780120705202	-1.68404593480696	0.0921727917244969	NA
ENSMUSG00000070336	Fbxo47	ENSMUSG00000070336	28.788367257124	-0.0370741689149036	0.393941738843725	-0.0941107916711785	0.925021147917129	0.999923294692819
ENSMUSG00000070337	Gpr179	ENSMUSG00000070337	216.718270022949	1.80956314835678	0.667777439077318	2.70982971640536	0.00673177592451989	0.620203912708404
ENSMUSG00000070343	Gm10288	ENSMUSG00000070343	6952.77578858226	-0.140190647371519	0.116329018217508	-1.20512189924439	0.228156246877012	0.999923294692819
ENSMUSG00000070345	Hsf5	ENSMUSG00000070345	9.60125853260938	0.263984577244053	0.454815811611273	0.580420844009	0.561630852120404	0.999923294692819
ENSMUSG00000070348	Ccnd1	ENSMUSG00000070348	21050.5049454512	0.151767342362545	0.341279233109356	0.444701369549532	0.656535579457917	0.999923294692819
ENSMUSG00000070354	Evi2	ENSMUSG00000070354	12.4141752284411	0.246306096752087	0.535120815149428	0.460281285607079	0.645314332218165	0.999923294692819
ENSMUSG00000070366	Plpp4	ENSMUSG00000070366	1089.1164491759	0.147610113551782	0.218615337325786	0.675204747102486	0.499545691061804	0.999923294692819
ENSMUSG00000070368	Prok1	ENSMUSG00000070368	12.1286058915556	0.0164752919103329	0.492532091165625	0.0334501897558442	0.973315586396633	0.999923294692819
ENSMUSG00000070371	Prss36	ENSMUSG00000070371	147.84399160827	-0.0590468720524478	0.178682710143508	-0.330456550636738	0.741055017837416	0.999923294692819
ENSMUSG00000070372	Capza1	ENSMUSG00000070372	5408.12892129197	-0.069993897429918	0.0835518991950449	-0.837729580108324	0.402182596426201	0.999923294692819
ENSMUSG00000070392	Gm20634	ENSMUSG00000070392	569.938420597921	0.0106743323820001	0.15666852663992	0.0681332275916115	0.945679580010512	0.999923294692819
ENSMUSG00000070394	Tmem256	ENSMUSG00000070394	1232.71959109169	-0.0672987748950575	0.146907064918257	-0.458104414055949	0.646877427847381	0.999923294692819
ENSMUSG00000070407	Hs3st3b1	ENSMUSG00000070407	286.898112809252	0.254452018828161	0.53738048898351	0.47350438663948	0.635853372121313	0.999923294692819
ENSMUSG00000070420	Zscan25	ENSMUSG00000070420	425.330977326732	0.140335600938794	0.162761169074868	0.86221794631029	0.388567595841563	0.999923294692819
ENSMUSG00000070421	Olfr658	ENSMUSG00000070421	4.02401300316135	-0.75026463111037	1.08259233462998	-0.693025996130673	0.488293237518789	0.999923294692819
ENSMUSG00000070425	Xntrpc	ENSMUSG00000070425	86.2555510415678	-0.00996560096457583	1.12110008750921	-0.00888912691704162	0.992907596276909	0.999923294692819
ENSMUSG00000070426	Rnf121	ENSMUSG00000070426	1229.22548458443	-0.00731102689353267	0.126821337682162	-0.0576482398557842	0.95402882368896	0.999923294692819
ENSMUSG00000070427	Il18bp	ENSMUSG00000070427	228.302264252086	0.0165663761366916	0.125497904670387	0.132005201044608	0.894980177913346	0.999923294692819
ENSMUSG00000070436	Serpinh1	ENSMUSG00000070436	3895.73885503719	-0.338728289388675	0.670390119863821	-0.505270408008821	0.61336892416514	0.999923294692819
ENSMUSG00000070443	Gm10291	ENSMUSG00000070443	7.30902079692543	-1.13383455159403	0.721179003006839	-1.57219573346796	0.115905164627027	0.999923294692819
ENSMUSG00000070461	BX649560.1	ENSMUSG00000070461	187.503139214361	0.0657187938043976	0.29997474311523	0.219081090367507	0.826586880675879	0.999923294692819
ENSMUSG00000070462	Tlnrd1	ENSMUSG00000070462	386.394295161104	0.14507924663646	0.284024871074826	0.510797685031743	0.609492730336809	0.999923294692819
ENSMUSG00000070469	Adamtsl3	ENSMUSG00000070469	669.949769829596	-0.145015937442459	0.225449039582192	-0.643231560051028	0.52007385764234	0.999923294692819
ENSMUSG00000070471	Erich6	ENSMUSG00000070471	8.00094010942988	-0.14633102737794	0.545238813582744	-0.268379696625786	0.788407066183583	0.999923294692819
ENSMUSG00000070476	Fam217b	ENSMUSG00000070476	997.405539024921	-0.11443190599245	0.273378616830688	-0.418583967243208	0.675520208840684	0.999923294692819
ENSMUSG00000070490	Gm10293	ENSMUSG00000070490	51.8171330360829	0.0781806672307996	0.444112876885838	0.176037830244892	0.860264222268065	0.999923294692819
ENSMUSG00000070493	Chchd2	ENSMUSG00000070493	4538.32179770793	-0.0952584388675675	0.205561265484202	-0.463406559806806	0.64307297754927	0.999923294692819
ENSMUSG00000070498	Tmem132b	ENSMUSG00000070498	4819.32844707239	0.444786596111724	0.865402168269414	0.513965197246021	0.60727632324483	0.999923294692819
ENSMUSG00000070509	Rgma	ENSMUSG00000070509	950.602828827394	0.0914088523954587	0.158231079666815	0.577692148647011	0.563471980868814	0.999923294692819
ENSMUSG00000070520	Nsmce3	ENSMUSG00000070520	584.391035730006	-0.0143731023234503	0.14232310097745	-0.100989243662753	0.919558998834631	0.999923294692819
ENSMUSG00000070522	Gm6505	ENSMUSG00000070522	252.27405818381	-0.120946707342041	0.203201276443691	-0.595206435012512	0.551705489379538	0.999923294692819
ENSMUSG00000070524	Fcrlb	ENSMUSG00000070524	1.57333550457907	-1.08459936979391	1.22664672835143	-0.884198640672666	0.376588992024185	NA
ENSMUSG00000070526	Peg12	ENSMUSG00000070526	1277.63834244023	-0.13849661863277	0.370932219449594	-0.373374464041644	0.708869762316183	0.999923294692819
ENSMUSG00000070527	Mkrn3	ENSMUSG00000070527	561.926019000358	0.000579621453582386	0.148843215198662	0.00389417450307534	0.996892906139896	0.999923294692819
ENSMUSG00000070532	Ccdc190	ENSMUSG00000070532	105.292234138067	-0.278043897218951	0.675058771855194	-0.411881022529093	0.680426631163619	0.999923294692819
ENSMUSG00000070544	Top1	ENSMUSG00000070544	6898.56828075886	-0.0221706262774242	0.146140645224257	-0.151707461284318	0.879417672040432	0.999923294692819
ENSMUSG00000070563	Spaca4	ENSMUSG00000070563	5.81405167236145	0.270316959852425	0.726088076595466	0.372292244654266	0.709675272181601	0.999923294692819
ENSMUSG00000070565	Rasal2	ENSMUSG00000070565	2581.21292045597	-0.0166706481051423	0.105947060341775	-0.157348849995123	0.874969922984627	0.999923294692819
ENSMUSG00000070570	Slc17a7	ENSMUSG00000070570	2.85851191163685	-0.264822849953127	0.860962347411949	-0.307589351322022	0.758394824039264	0.999923294692819
ENSMUSG00000070572	Trmt112-ps2	ENSMUSG00000070572	126.278332418967	-0.0567632619761319	0.449697016951688	-0.126225569297539	0.899553371866505	0.999923294692819
ENSMUSG00000070574	2310016G11Rik	ENSMUSG00000070574	1.80461572489822	0.746637125370037	1.50495330652924	0.496119794634659	0.619809894187282	NA
ENSMUSG00000070576	Mn1	ENSMUSG00000070576	738.165949578534	-0.0138773756013952	0.197932616346684	-0.0701116160516399	0.944104821183766	0.999923294692819
ENSMUSG00000070583	Fv1	ENSMUSG00000070583	344.339722598814	-0.264325961234208	0.146318857187864	-1.80650646344805	0.0708392654615639	0.999923294692819
ENSMUSG00000070604	Vsig10l	ENSMUSG00000070604	67.7764877116039	0.511429946769171	0.397531769017883	1.28651339748941	0.198263946172628	0.999923294692819
ENSMUSG00000070605	Zfp992	ENSMUSG00000070605	96.9019417031142	0.112568386767214	0.363711717687491	0.309498928115191	0.756942027408027	0.999923294692819
ENSMUSG00000070610	Gm13127	ENSMUSG00000070610	384.168956620162	0.0931779067406536	0.160282768298981	0.581334523539335	0.561015017121174	0.999923294692819
ENSMUSG00000070639	Lrrc8b	ENSMUSG00000070639	2837.7060722956	0.197925440280835	0.23344240785766	0.847855546458886	0.396518423946977	0.999923294692819
ENSMUSG00000070643	Sox13	ENSMUSG00000070643	170.714675646539	-0.507066938526153	0.204207972715025	-2.48309080093446	0.0130247882438238	0.892759917235754
ENSMUSG00000070644	Etnk2	ENSMUSG00000070644	5.81594610537785	-0.301680829533031	0.576389338009939	-0.52339765786547	0.600697553731683	0.999923294692819
ENSMUSG00000070667	Rpl31-ps10	ENSMUSG00000070667	23.4961371032957	0.212119591490535	0.389359450463059	0.544791172368525	0.585897150725487	0.999923294692819
ENSMUSG00000070692	Rps12-ps10	ENSMUSG00000070692	32.6345074888698	0.172272132467602	0.272344340399915	0.632552643519725	0.527025820480342	0.999923294692819
ENSMUSG00000070697	Utp3	ENSMUSG00000070697	1304.80014147695	-0.114250259805801	0.0868905938141017	-1.31487488795661	0.188551953683187	0.999923294692819
ENSMUSG00000070699	Sars2	ENSMUSG00000070699	680.731341497713	-0.00616495971642814	0.193832255656699	-0.0318056439860404	0.974627045665079	0.999923294692819
ENSMUSG00000070705	Eid2b	ENSMUSG00000070705	289.201308347587	0.0584492214006165	0.161119564986796	0.362769235414746	0.716777275147459	0.999923294692819
ENSMUSG00000070708	Gtsf1l	ENSMUSG00000070708	1.3795465855639	0.607799376226246	1.23395622211879	0.492561539324802	0.622322429289812	NA
ENSMUSG00000070709	Zfp974	ENSMUSG00000070709	663.987952240407	-0.185824248500204	0.204932174346864	-0.906759756453285	0.364533855560454	0.999923294692819
ENSMUSG00000070713	Gm10282	ENSMUSG00000070713	2051.12726380229	-0.183066681123714	0.383846819890439	-0.476926397816624	0.633414533681161	0.999923294692819
ENSMUSG00000070717	Gm10300	ENSMUSG00000070717	2.50068955539094	-2.32546979717358	1.18875631838045	-1.95622076721474	0.0504391531414232	0.999923294692819
ENSMUSG00000070720	Tmem200b	ENSMUSG00000070720	14.7333199462224	0.695267938691653	0.415984246439777	1.67138045404878	0.0946465541419813	0.999923294692819
ENSMUSG00000070729	Gm12966	ENSMUSG00000070729	83.2616940624384	-0.48189977801738	0.29519258215672	-1.63249284415127	0.102575704716008	0.999923294692819
ENSMUSG00000070730	Rmdn3	ENSMUSG00000070730	1034.87289971864	0.102437229558824	0.0870645420908459	1.17656656887873	0.239368547864381	0.999923294692819
ENSMUSG00000070732	Rbm44	ENSMUSG00000070732	1.93717146967466	-1.63789096639956	1.15015936924842	-1.42405566584208	0.154430358725609	0.999923294692819
ENSMUSG00000070733	Fryl	ENSMUSG00000070733	5341.38431219642	0.129397843123374	0.143122134252491	0.904107836284043	0.365938223567483	0.999923294692819
ENSMUSG00000070737	Tmem35b	ENSMUSG00000070737	67.2659696216666	-0.124618803158627	0.256274754324492	-0.48627030581731	0.626775529714357	0.999923294692819
ENSMUSG00000070738	Dgkd	ENSMUSG00000070738	4417.8186282997	0.0765869302225076	0.0968706689211101	0.790610110113709	0.429171545285445	0.999923294692819
ENSMUSG00000070780	Rbm47	ENSMUSG00000070780	2.56929131374135	0.47517002615238	1.17282432734914	0.405150213098305	0.685367098741826	0.999923294692819
ENSMUSG00000070802	Pnmal2	ENSMUSG00000070802	4274.628509522	0.399624380740196	0.189000924987138	2.11440436477965	0.0344807451872897	0.999923294692819
ENSMUSG00000070803	Cited4	ENSMUSG00000070803	11.8097990325637	0.21753919210861	0.632428544700908	0.34397434134079	0.730865582638713	0.999923294692819
ENSMUSG00000070808	Bicra	ENSMUSG00000070808	203.110022304385	0.286228932067417	0.193882837862068	1.47629844510036	0.139863791387878	0.999923294692819
ENSMUSG00000070814	Zswim9	ENSMUSG00000070814	946.928433968195	0.00832706142634516	0.107609257494173	0.0773823890272274	0.938319350290274	0.999923294692819
ENSMUSG00000070822	Zscan18	ENSMUSG00000070822	451.432052521805	0.0457945039365711	0.247760878703148	0.184833474018468	0.853359651725822	0.999923294692819
ENSMUSG00000070858	Gm1673	ENSMUSG00000070858	100.12648934202	-0.262737916173875	0.501613707152706	-0.523785359983973	0.600427837094051	0.999923294692819
ENSMUSG00000070866	Zfp804a	ENSMUSG00000070866	108.585226473001	-0.18588021594007	1.11598098019312	-0.166562171971698	0.867714560220296	0.999923294692819
ENSMUSG00000070871	Ccnyl1	ENSMUSG00000070871	800.564156670301	-0.0617345486291146	0.24734600674875	-0.249587811990931	0.802906124971788	0.999923294692819
ENSMUSG00000070877	Ldlrad1	ENSMUSG00000070877	1.06976140610623	-0.843142425977789	1.40368842327834	-0.600662092808753	0.548065071939002	NA
ENSMUSG00000070880	Gad1	ENSMUSG00000070880	45.7014245852839	-0.123285380334712	0.427967342818574	-0.288071934467617	0.773291675455877	0.999923294692819
ENSMUSG00000070883	Ccdc173	ENSMUSG00000070883	56.0309029674769	0.0286583059976256	0.310325503832631	0.0923491805980665	0.926420614814921	0.999923294692819
ENSMUSG00000070891	Gm12689	ENSMUSG00000070891	4.85981647893005	-0.204415637798215	0.784334912126864	-0.260622897996349	0.794383329737587	0.999923294692819
ENSMUSG00000070923	Klhl9	ENSMUSG00000070923	8348.74946985251	-0.0339855153903658	0.0855466293167353	-0.397274745502068	0.691164868461662	0.999923294692819
ENSMUSG00000070934	Rraga	ENSMUSG00000070934	1415.72639540552	-0.0105067059506666	0.125763479249336	-0.0835433785179894	0.933419486854631	0.999923294692819
ENSMUSG00000070939	Tgfbrap1	ENSMUSG00000070939	1856.61646811589	-0.013001509719033	0.176185546753211	-0.0737944170712522	0.941173969446351	0.999923294692819
ENSMUSG00000070942	Il1rl2	ENSMUSG00000070942	2.39650467530539	-0.070621275043465	1.0956263506461	-0.0644574448230628	0.948605990722993	0.999923294692819
ENSMUSG00000070953	Rabepk	ENSMUSG00000070953	472.795826983061	-0.0508125771711538	0.188669805752099	-0.269320132962444	0.787683340500136	0.999923294692819
ENSMUSG00000070960	Gm19680	ENSMUSG00000070960	78.5652516008359	0.106044072515634	0.297434328057337	0.356529366358786	0.721444163867095	0.999923294692819
ENSMUSG00000070972	Dnajc25	ENSMUSG00000070972	203.511699324374	-0.102249986612586	0.174657445725296	-0.58543159261247	0.558257551105855	0.999923294692819
ENSMUSG00000070979	Actl7a	ENSMUSG00000070979	14.5847340782206	-0.423920567946871	0.386126116090927	-1.09788110744378	0.272256408651029	0.999923294692819
ENSMUSG00000070980	Actl7b	ENSMUSG00000070980	3.30792240908475	0.265741898240924	1.15603308325295	0.22987395610959	0.818189714444293	0.999923294692819
ENSMUSG00000070997	1700055D18Rik	ENSMUSG00000070997	13.620743731457	0.0580142896894098	0.505358416865936	0.114798305031101	0.908604992564637	0.999923294692819
ENSMUSG00000071014	Ndufb6	ENSMUSG00000071014	1167.41375889127	-0.101251900422792	0.269507214606443	-0.375692727078379	0.707145345420342	0.999923294692819
ENSMUSG00000071035	Gm5499	ENSMUSG00000071035	101.696883262655	0.177950192714309	0.216542008741203	0.821781388972813	0.411201327801125	0.999923294692819
ENSMUSG00000071036	Gm10309	ENSMUSG00000071036	5.12342343893569	0.380555222973086	0.678992960705337	0.560470056387279	0.575158858402408	0.999923294692819
ENSMUSG00000071037	Camkmt	ENSMUSG00000071037	120.723532122429	-0.0106857917215599	0.153188021526522	-0.0697560528236851	0.94438782669205	0.999923294692819
ENSMUSG00000071040	Gm9386	ENSMUSG00000071040	6.0234930643354	0.36594647347087	0.677764536063268	0.539931575051765	0.589244221610959	0.999923294692819
ENSMUSG00000071041	Impdh2-ps	ENSMUSG00000071041	856.463542379277	-0.0473311249811329	0.14387270906916	-0.328979173933401	0.74217142947769	0.999923294692819
ENSMUSG00000071042	Rasgrp3	ENSMUSG00000071042	8.08157950868897	1.02075294088828	0.679671524130024	1.50183273044261	0.133140313079657	0.999923294692819
ENSMUSG00000071052	Rpl7a-ps5	ENSMUSG00000071052	7.78652106077893	-0.0953965746954463	0.629803897430003	-0.151470283186123	0.879604750926789	0.999923294692819
ENSMUSG00000071054	Safb	ENSMUSG00000071054	4639.31276568581	0.0764087740482113	0.105868516192893	0.721732737889646	0.470458810214796	0.999923294692819
ENSMUSG00000071064	Zfp827	ENSMUSG00000071064	3254.44299497833	-0.02312432016071	0.370243539392134	-0.0624570524543804	0.950198862308194	0.999923294692819
ENSMUSG00000071072	Ptges3	ENSMUSG00000071072	5197.19457882297	-0.157649989710898	0.171093022837784	-0.921428513542417	0.356826747766601	0.999923294692819
ENSMUSG00000071073	Lrrc73	ENSMUSG00000071073	195.751711046353	0.43628343563419	0.226086986995392	1.92971493597322	0.05364216828697	0.999923294692819
ENSMUSG00000071074	Yipf3	ENSMUSG00000071074	1474.14056576028	0.218150557117048	0.144247027656596	1.51234005068299	0.130447377260098	0.999923294692819
ENSMUSG00000071076	Jund	ENSMUSG00000071076	501.55794215535	0.312369007182683	0.406344331759834	0.768729825342576	0.442053715337475	0.999923294692819
ENSMUSG00000071078	Nr2c2ap	ENSMUSG00000071078	354.596853768116	0.0527784675644055	0.180854320333401	0.291828624647228	0.770417658105049	0.999923294692819
ENSMUSG00000071089	Trim75	ENSMUSG00000071089	3.96643938037147	0.130745207732864	0.734227625904901	0.178071762924647	0.858666617512984	0.999923294692819
ENSMUSG00000071103	1700029J07Rik	ENSMUSG00000071103	25.4667930643669	0.574145370228726	0.414265515679624	1.38593570668515	0.165766536471178	0.999923294692819
ENSMUSG00000071104	Ccdc110	ENSMUSG00000071104	3.91633610848058	-0.465672050049929	0.751411326183663	-0.619729878727045	0.535435641009499	0.999923294692819
ENSMUSG00000071112	Spx	ENSMUSG00000071112	6.78115258284985	-0.469847808376248	0.653515730356142	-0.71895409177098	0.472169206306623	0.999923294692819
ENSMUSG00000071141	Rpl36a-ps3	ENSMUSG00000071141	12.8488351394198	-0.158962635466182	0.594933451133646	-0.267193978021036	0.78931981250028	0.999923294692819
ENSMUSG00000071151	Gm4799	ENSMUSG00000071151	10.3197146340282	-0.0789814991167414	0.487461411436944	-0.162026156868333	0.871285255821338	0.999923294692819
ENSMUSG00000071172	Srsf3	ENSMUSG00000071172	13703.1025745392	-0.187416233771911	0.145402650170318	-1.28894647760807	0.197416694414214	0.999923294692819
ENSMUSG00000071176	Arhgef10	ENSMUSG00000071176	1496.99586285277	0.634840242351235	0.139769421703696	4.54205386709736	5.5708801031392e-06	0.00243280334104089
ENSMUSG00000071180	Smim15	ENSMUSG00000071180	1372.03943792573	-0.0107353354893431	0.115335640722638	-0.0930790813843899	0.925840735916412	0.999923294692819
ENSMUSG00000071181	3830408C21Rik	ENSMUSG00000071181	54.8720503127843	0.0216135596228308	0.272336259282219	0.0793635033388372	0.936743497160188	0.999923294692819
ENSMUSG00000071192	Wfikkn1	ENSMUSG00000071192	69.9294425238446	0.414403588148208	0.220607369834304	1.87846665530468	0.0603173544862543	0.999923294692819
ENSMUSG00000071202	Ccdc78	ENSMUSG00000071202	59.5924643327674	-0.0364021155399087	0.243124944427056	-0.149725959323891	0.880980826465684	0.999923294692819
ENSMUSG00000071226	Cecr2	ENSMUSG00000071226	947.396558557113	-0.122687395521821	0.152714411401553	-0.803377981133829	0.421756297780919	0.999923294692819
ENSMUSG00000071229	Timm8a2	ENSMUSG00000071229	1.83644220519663	-0.00481275105424331	1.02887132486386	-0.00467769966752658	0.996267749266031	NA
ENSMUSG00000071234	Syndig1l	ENSMUSG00000071234	22.0231722392721	0.249780477363735	0.402941965248314	0.61989194203142	0.53532893122117	0.999923294692819
ENSMUSG00000071252	2210408I21Rik	ENSMUSG00000071252	261.306615037611	-0.0645085210331697	0.143605505220983	-0.449206462759925	0.653282725830405	0.999923294692819
ENSMUSG00000071253	Slc25a16	ENSMUSG00000071253	801.495548689527	-0.101041842117426	0.113206065707846	-0.892547952140541	0.372099302483637	0.999923294692819
ENSMUSG00000071256	Zfp213	ENSMUSG00000071256	621.51956851861	-0.0869033380186394	0.199360407357823	-0.435910716527883	0.662901509543723	0.999923294692819
ENSMUSG00000071265	1700086L19Rik	ENSMUSG00000071265	524.501365114155	-0.0202864223454828	0.443496580545021	-0.0457420039643878	0.963515884507257	0.999923294692819
ENSMUSG00000071266	Zfp946	ENSMUSG00000071266	730.485753410126	-0.0989284449787132	0.206154386943702	-0.479875526518527	0.631315904419548	0.999923294692819
ENSMUSG00000071267	Zfp942	ENSMUSG00000071267	819.419943394345	-0.0308693869964565	0.249419743192188	-0.123764809478897	0.901501495503573	0.999923294692819
ENSMUSG00000071280	Gm10322	ENSMUSG00000071280	1.52846014625852	-0.486370651508344	1.16109575074147	-0.418889356194569	0.675296996244653	NA
ENSMUSG00000071281	Zfp65	ENSMUSG00000071281	803.305447230354	-0.0217126958549861	0.190782044139975	-0.113808906665534	0.909389277974107	0.999923294692819
ENSMUSG00000071291	Zfp58	ENSMUSG00000071291	420.753090436828	0.0030797551239303	0.219551874769603	0.0140274599210878	0.988808073341435	0.999923294692819
ENSMUSG00000071302	2610044O15Rik8	ENSMUSG00000071302	675.019273216559	0.0375110886656426	0.193800599616979	0.193555070210196	0.846524281562386	0.999923294692819
ENSMUSG00000071303	Rps8-ps1	ENSMUSG00000071303	42.0451971822846	-0.192849789934312	0.383224215874917	-0.503229654978948	0.614802817480477	0.999923294692819
ENSMUSG00000071311	Gpr31b	ENSMUSG00000071311	5.99670908258036	1.52606080737053	0.954026064254534	1.59960074944386	0.109687182102081	0.999923294692819
ENSMUSG00000071317	Bves	ENSMUSG00000071317	103.729903161814	-0.568687267488162	0.422744514657696	-1.34522683978203	0.178551991211615	0.999923294692819
ENSMUSG00000071324	Armc2	ENSMUSG00000071324	24.8128567372486	0.310151374184254	0.433761449824719	0.715027521024711	0.474592037784204	0.999923294692819
ENSMUSG00000071332	E230015B07Rik	ENSMUSG00000071332	2.3058526495802	-0.577647377578151	1.02212087938562	-0.565145854299901	0.571974561689658	0.999923294692819
ENSMUSG00000071337	Tia1	ENSMUSG00000071337	6035.10532346264	-0.0260053702854272	0.132146430062313	-0.196792075829551	0.843990252434873	0.999923294692819
ENSMUSG00000071341	Egr4	ENSMUSG00000071341	5.70536162157358	0.726886264890467	1.13053823373717	0.642955933022832	0.520252694229287	0.999923294692819
ENSMUSG00000071343	Gm10327	ENSMUSG00000071343	6.23620942541315	0.128216331719825	0.866283973131756	0.148007276708932	0.882337025511706	0.999923294692819
ENSMUSG00000071347	C1qtnf9	ENSMUSG00000071347	3.42387990668951	-1.50611022338997	0.83196562830636	-1.81030342137568	0.0702487467793905	0.999923294692819
ENSMUSG00000071350	Setdb2	ENSMUSG00000071350	372.505169178343	-0.0334984920184072	0.111768192776448	-0.299713999003355	0.764395319568913	0.999923294692819
ENSMUSG00000071359	Tbpl1	ENSMUSG00000071359	1664.95222038824	-0.0748717162068466	0.198873134122281	-0.37647979219159	0.706560235826949	0.999923294692819
ENSMUSG00000071369	Map3k5	ENSMUSG00000071369	172.191716367885	0.2287771909061	0.339206193366928	0.674448743506948	0.500026062290674	0.999923294692819
ENSMUSG00000071379	Hpcal1	ENSMUSG00000071379	527.487302839134	-0.100394714241288	0.257374582109002	-0.390072373964144	0.696483030367055	0.999923294692819
ENSMUSG00000071398	2410004P03Rik	ENSMUSG00000071398	6.61385475327007	-0.809963326506641	0.691700868275871	-1.17097341300951	0.241609464126854	0.999923294692819
ENSMUSG00000071414	Gm6736	ENSMUSG00000071414	24.5379117626416	-0.747069867579383	0.306644776420827	-2.43627129833816	0.0148395500168416	0.939192969906484
ENSMUSG00000071415	Rpl23	ENSMUSG00000071415	14043.5467405935	-0.148952728707832	0.0946559717103615	-1.57362209712044	0.115574841572527	0.999923294692819
ENSMUSG00000071419	Rps15-ps2	ENSMUSG00000071419	3.38869905443104	-0.583865445900416	0.867002844837544	-0.673429677165383	0.50067397354243	0.999923294692819
ENSMUSG00000071424	Grid2	ENSMUSG00000071424	1277.51767186509	0.0484266168018953	0.332196984231202	0.14577681044868	0.884097582900755	0.999923294692819
ENSMUSG00000071451	Psmg4	ENSMUSG00000071451	327.574719458406	-0.125866909409723	0.220498093286355	-0.57082992208129	0.568114937764551	0.999923294692819
ENSMUSG00000071454	Dtnb	ENSMUSG00000071454	957.269841194978	-0.105597025177907	0.125589040608032	-0.840814012645254	0.40045213576042	0.999923294692819
ENSMUSG00000071456	1110002L01Rik	ENSMUSG00000071456	194.572521315218	-0.245721254112483	0.185831159026129	-1.32228230938351	0.186074161366538	0.999923294692819
ENSMUSG00000071477	Zfp777	ENSMUSG00000071477	1391.48889713247	0.0245360350009749	0.191953356087719	0.127822901881238	0.898289125651146	0.999923294692819
ENSMUSG00000071478	Hist1h2ad	ENSMUSG00000071478	307.769770879664	-0.287305563071247	1.17992210899152	-0.24349536370397	0.80762167628146	0.999923294692819
ENSMUSG00000071494	Olfr455	ENSMUSG00000071494	2.65145256474078	0.389462078959135	1.50029198073806	0.259590855619678	0.79517939074084	0.999923294692819
ENSMUSG00000071497	Nutf2-ps1	ENSMUSG00000071497	2471.28326837078	-0.144990089478759	0.119895395466616	-1.2093049021147	0.226545728239768	0.999923294692819
ENSMUSG00000071516	Hist1h2ai	ENSMUSG00000071516	34.3731163290113	0.182533944643503	3.22053644986376	0.0566781179114507	0.954801605366294	0.999923294692819
ENSMUSG00000071528	Usmg5	ENSMUSG00000071528	2294.99263549852	0.019946028311074	0.099572274627118	0.200317090131451	0.84123259743088	0.999923294692819
ENSMUSG00000071531	Gprin2	ENSMUSG00000071531	240.518667709692	0.106876316322929	0.475531295415652	0.224751383038861	0.822172689140785	0.999923294692819
ENSMUSG00000071532	Gm10335	ENSMUSG00000071532	1140.93983818671	-0.105629383005762	0.193817886563807	-0.544992956421427	0.585758361968152	0.999923294692819
ENSMUSG00000071533	Pcnp	ENSMUSG00000071533	4865.85158183856	0.0152121358346219	0.0996243745923996	0.152694919259071	0.878638867623325	0.999923294692819
