Ensg	ROGKO_DEX-1	ROGKO_DEX-2	ROGKO_DEX-3	ROGKO_PBS-1	ROGKO_PBS-2	ROGKO_PBS-3	WT_DEX-1	WT_DEX-2	WT_DEX-3	WT_PBS-1	WT_PBS-2	WT_PBS-3
ENSMUSG00000083697	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083698	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083699	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083700	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000083701	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083702	0	0	0	0	0	0	0	1	0	0	0	1
ENSMUSG00000083704	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083705	9	11	3	2	3	11	11	6	5	3	5	10
ENSMUSG00000083706	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083707	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083708	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083709	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083710	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083711	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083713	0	0	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000083714	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083715	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083716	0	0	0	0	0	1	1	0	0	0	1	1
ENSMUSG00000083717	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083718	0	1	0	0	0	0	0	0	2	0	1	0
ENSMUSG00000083719	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083720	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083721	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083722	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083723	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083725	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083727	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083728	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083729	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083731	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083732	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083733	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083734	0	0	0	0	0	0	2	0	0	0	0	1
ENSMUSG00000083735	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083736	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083737	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083738	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083739	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083740	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083741	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083742	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083743	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083744	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083745	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083747	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083748	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083749	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083750	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083751	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083752	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083753	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083754	2	0	1	1	1	0	0	0	2	0	0	0
ENSMUSG00000083755	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083756	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083757	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083760	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083761	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083763	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083764	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000083766	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083767	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083768	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083769	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083771	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083772	0	0	1	0	0	0	0	0	0	0	1	0
ENSMUSG00000083773	0	0	0	0	0	0	0	0	1	1	0	1
ENSMUSG00000083774	0	0	0	0	1	0	0	0	0	0	0	0
ENSMUSG00000083775	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083776	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083777	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083778	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083779	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083780	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083781	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083782	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083783	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083784	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083785	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083786	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083787	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083788	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083789	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083791	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000083792	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083793	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083794	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083795	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083796	1	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083797	1	0	0	2	0	0	6	0	2	5	3	0
ENSMUSG00000083798	11	3	13	9	14	8	7	10	12	9	13	7
ENSMUSG00000083801	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083803	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083804	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083805	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083806	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083807	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000083808	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083809	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083810	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083811	1	1	1	0	4	0	2	1	0	1	1	0
ENSMUSG00000083812	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083813	10	10	13	5	20	7	18	9	12	2	9	6
ENSMUSG00000083814	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083815	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083816	1	0	1	1	1	1	2	1	0	0	0	1
ENSMUSG00000083817	1	2	4	1	11	5	6	7	5	3	11	11
ENSMUSG00000083818	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083819	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083820	1	0	0	0	2	1	1	0	0	1	1	1
ENSMUSG00000083821	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083822	0	0	0	2	0	2	2	0	0	0	0	0
ENSMUSG00000083823	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083825	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083826	0	0	0	1	1	0	0	0	0	0	1	0
ENSMUSG00000083827	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083828	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083829	0	0	0	0	0	0	0	0	1	0	0	1
ENSMUSG00000083830	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083831	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083832	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000083833	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083834	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083835	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083836	1	2	0	0	0	0	0	0	2	0	0	0
ENSMUSG00000083837	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083838	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083839	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083841	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083842	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083843	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083844	93	102	104	126	128	93	89	93	91	79	107	131
ENSMUSG00000083845	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083846	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083847	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083848	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083849	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083851	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083852	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083853	1	0	1	0	0	3	0	0	0	0	2	2
ENSMUSG00000083854	1	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083855	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083856	0	0	0	0	1	0	0	0	0	0	1	0
ENSMUSG00000083857	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083858	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083859	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083860	0	0	1	0	0	0	1	0	0	1	0	0
ENSMUSG00000083861	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083863	19	20	30	19	19	19	28	16	18	17	22	24
ENSMUSG00000083864	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083866	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083867	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083868	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083869	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083870	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083871	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083872	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083873	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083874	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083875	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083876	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083877	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083878	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000083879	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000083880	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083881	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083882	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083883	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083884	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083885	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083886	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083887	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083888	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083889	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083890	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083892	1	0	0	0	1	0	1	0	0	0	0	0
ENSMUSG00000083893	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083894	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083895	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083896	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083897	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083898	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083899	2	0	0	1	1	1	0	0	0	0	0	1
ENSMUSG00000083900	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083901	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083902	4	0	7	3	8	2	5	2	0	4	6	3
ENSMUSG00000083903	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083904	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083905	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083906	0	0	0	0	0	0	1	0	0	0	1	0
ENSMUSG00000083907	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083908	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083909	1	1	0	0	0	0	1	1	2	0	0	0
ENSMUSG00000083910	0	0	0	0	0	0	0	0	0	0	1	0
ENSMUSG00000083911	0	0	1	0	0	0	0	1	0	0	0	0
ENSMUSG00000083912	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083913	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083914	0	1	2	1	0	0	0	1	1	0	1	0
ENSMUSG00000083915	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083916	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083917	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083918	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083919	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083920	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083921	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083922	0	0	0	0	0	0	0	0	1	0	0	0
ENSMUSG00000083923	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083924	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083925	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083926	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083927	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083928	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083929	2	1	1	1	1	1	1	1	2	0	3	3
ENSMUSG00000083930	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083931	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083932	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083933	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083934	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083935	0	0	0	0	0	0	0	1	0	0	0	0
ENSMUSG00000083936	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083937	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083938	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083939	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083940	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083941	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083942	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083943	0	1	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000083944	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083945	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083946	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083947	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083948	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083949	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083950	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083951	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083953	0	0	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000083954	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083955	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083956	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083957	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083958	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083960	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083961	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083962	0	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000083963	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083964	0	0	0	1	2	0	1	0	0	0	1	0
ENSMUSG00000083966	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083967	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083969	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083970	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083971	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083972	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083973	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083974	0	0	1	0	0	0	0	0	0	0	1	2
ENSMUSG00000083975	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083976	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083977	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083978	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083979	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083981	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083982	0	1	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083983	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083985	0	0	0	1	0	0	0	0	0	0	0	0
ENSMUSG00000083986	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083987	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083988	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083989	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083990	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083991	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083992	9	3	9	5	4	8	9	7	7	2	6	7
ENSMUSG00000083993	1	1	0	0	1	3	1	0	1	0	0	2
ENSMUSG00000083994	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083995	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083996	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083997	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083998	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000083999	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084000	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084001	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084003	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084004	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084005	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084006	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084007	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084009	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084010	0	0	0	0	1	0	0	0	0	1	1	0
ENSMUSG00000084011	0	2	0	0	0	1	0	0	0	0	0	0
ENSMUSG00000084012	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084013	1	0	0	1	0	0	0	0	0	0	0	1
ENSMUSG00000084014	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084015	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084016	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084017	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084018	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084019	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084020	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084021	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084022	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084024	0	0	0	1	0	1	0	0	0	0	0	1
ENSMUSG00000084025	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084026	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084027	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084028	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084029	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084030	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084031	0	0	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000084032	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084033	0	0	1	0	0	0	0	0	0	0	0	0
ENSMUSG00000084034	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084038	5	0	0	1	0	0	0	1	1	0	2	0
ENSMUSG00000084039	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084040	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084041	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084043	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084044	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084045	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084046	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084047	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084048	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084050	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084051	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084052	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084053	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084054	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084055	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084056	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084057	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084058	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084059	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084060	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084061	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084062	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084063	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084064	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084065	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084066	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084067	0	1	0	0	0	0	0	0	0	0	1	1
ENSMUSG00000084068	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084069	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084070	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084071	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084072	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084073	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084074	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084076	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084077	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084078	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084079	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084080	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084081	1	0	0	0	0	0	1	0	0	0	0	0
ENSMUSG00000084082	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084083	0	0	0	0	0	0	0	0	0	1	0	0
ENSMUSG00000084085	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084086	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084087	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084088	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084089	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084090	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084091	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084092	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084093	0	0	0	0	0	0	0	0	0	0	0	1
ENSMUSG00000084094	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084095	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084096	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084097	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084098	0	0	0	0	0	0	0	0	1	1	0	0
ENSMUSG00000084099	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084101	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084102	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084103	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084104	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084105	1	1	2	0	1	0	1	0	1	0	1	0
ENSMUSG00000084106	3	3	2	3	1	1	1	2	2	2	0	2
ENSMUSG00000084107	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084108	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084110	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084111	0	0	0	1	1	0	0	0	0	0	2	0
ENSMUSG00000084112	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084113	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084114	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084115	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084116	0	0	0	0	1	0	0	0	0	1	0	0
ENSMUSG00000084117	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084118	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084119	0	0	0	0	0	0	0	0	0	0	0	0
ENSMUSG00000084120	0	0	0	0	0	0	0	0	0	0	0	0
