	CD-coefficient	Significance
PRKAB2	-0.00014542431459233917	-0.10917284092124235
GM15718	-0.00014543779672866142	-0.09168345481788448
CAMKMT	-0.00014546720116602867	-0.038599229920186245
MLYCD	-0.00014547961662491167	-0.11134522229958282
VPS8	-0.0001454842848720249	-0.020934504165049272
GM11870	-0.00014551807584976988	-0.08422030672903277
GM12950	-0.0001455539189100554	-0.08652846036084327
GM13545	-0.00014564315786151606	-0.08775464531892929
PCYT1A	-0.0001457324902996082	-0.11149469694693581
E530011L22RIK	-0.00014573462567410718	-0.06618500570353203
CAR9	-0.00014574080206867867	-0.03930254786170993
SCX	-0.00014575812367712066	-0.09664524078021652
GM5353	-0.00014576084153070267	-0.1014427440938731
GM16570	-0.00014576309998035077	-0.09401634682317606
GM10615	-0.00014581222225176654	-0.08214684020552165
RAB7	-0.00014583441947887613	-0.10684140186488034
GM16754	-0.00014586463734812745	-0.09424268461761987
SLC9B2	-0.00014588598472442974	-0.08682254485865659
KCTD1	-0.00014589365416588056	-0.10916644721017793
GM13152	-0.00014590954563805083	-0.08686241911941381
GLIS2	-0.0001459290081775953	-0.08057416549480859
ITGB3	-0.00014595734858668168	-0.10879585723851481
GM17195	-0.0001459731851690728	-0.0947995742356435
9230114K14RIK	-0.00014598111633567435	-0.008188811035564795
PKD2L2	-0.00014603803074175132	-0.11079549725878746
TRO	-0.00014609683542047219	-0.04045468169368471
RPRD2	-0.00014612618318575154	-0.10092820577664952
GM12587	-0.0001461269523112121	-0.08581021745901368
ATXN7L2	-0.00014614576926022941	-0.02943639862893896
1700056N10RIK	-0.00014622047119460506	-0.002423847477615252
PKIG	-0.0001462577419622455	-0.11078663774779285
TRAV10N	-0.00014627736001452977	-0.047235659142664255
GM11975	-0.00014627856345108487	-0.08445212756780832
FRA10AC1	-0.00014628327848590522	-0.07737256685620883
PPP6R2	-0.00014631439424748032	-0.10943917306451523
OVCA2	-0.00014632471802903142	-0.11174304832019855
GM27241	-0.00014633980264363387	-0.10034652554314943
MTRF1	-0.00014635338366947114	-0.11175286529008555
HSH2D	-0.0001463664012395638	-0.10665967148680172
GM12418	-0.0001463861494269006	-0.08551836074816088
HDAC8	-0.00014639344584844408	-0.10542107159443737
GM15336	-0.00014640342831437217	-0.09058463507052761
FAM83G	-0.00014641886773376846	-0.07393611949170331
GM16172	-0.00014641982411116425	-0.09324887802876192
RELB	-0.0001464309816677471	-0.10496234039293195
ISCA1	-0.00014643114087184515	-0.10867256885862747
ASB7	-0.00014645692026553627	-0.026500443529345163
ZFP213	-0.00014646493832138678	-0.008128918301724242
C4A	-0.00014648287768865385	-0.037400831316344085
GM15724	-0.00014648960698390417	-0.09170893755018722
IGHV12-3	-0.00014650567041334705	-0.10750016506149473
DNMT3AOS	-0.00014655607820896247	-0.06363058513861988
SORCS2	-0.00014657648491091742	-0.08159207525730672
GM23171	-0.0001465803638305084	-0.09723733845275068
1700122E12RIK	-0.00014663219353686492	-0.0029179918570286546
GM26790	-0.00014664763896857049	-0.09957398755565572
GM12758	-0.00014664841244272373	-0.08614666860273468
BGLAP	-0.0001466880517626282	-0.03410429068932404
GM26836	-0.00014671049520753078	-0.09973387708260084
GM12098	-0.00014672616069949426	-0.08466167553997256
LAMA3	-0.00014675284580617127	-0.10969235081462336
PPFIBP2	-0.00014680489081521998	-0.1098727030854405
CPLX2	-0.00014681496547766314	-0.053943523732479653
GM26935	-0.00014681824652235722	-0.10000869980457694
NAT8B	-0.00014684111332357756	-0.11187734047729492
CLYBL	-0.0001468492895689636	-0.05103217148178188
GM15522	-0.00014689392443382457	-0.09113885383050974
GRN	-0.0001469351765534524	-0.10450386734572581
BC030336	-0.00014694159268159642	-0.03251209897163877
SLC13A1	-0.00014695049087693103	-0.09112789899876128
DNAJC13	-0.00014697278785469548	-0.0630369330051126
MAU2	-0.00014698732734428477	-0.1107919569240996
KLC2	-0.000147059848051019	-0.1094191440337014
AQP3	-0.00014709202700675014	-0.023327188328116193
3110067C02RIK	-0.00014709901542528316	-0.0053431260874468554
OTUB2	-0.00014710920417987516	-0.11175378155671267
GM14537	-0.00014714461295560165	-0.08970014073454624
NCAM1	-0.00014716380253720028	-0.11188510551611519
LOXL3	-0.00014717148766989064	-0.11010324970548124
ZFP870	-0.0001471748586083663	-0.0012878109281760919
B3GALT2	-0.00014720867060599884	-0.030596356031606278
A230083N12RIK	-0.00014721605163030236	-0.009171718982594668
GM16386	-0.0001472491192180171	-0.09387666193623484
A930038B10RIK	-0.00014724920066039424	-0.010283965889446169
BBS10	-0.00014725372075845197	-0.03191298472053479
FAM49A	-0.00014732924892330726	-0.07352659096993824
PRDM11	-0.00014735824961616657	-0.10933600096544716
ZFP235	-0.00014737228220734581	-0.008008727874452282
PANK1	-0.00014738060385150825	-0.11165834329331026
IFNLR1	-0.00014739331325535972	-0.10714353590669307
GM13428	-0.0001473993791534104	-0.08756370978027972
GM26873	-0.0001474062520415642	-0.09984354867546563
MRM1	-0.00014740763467070575	-0.11152203207705486
GRB10	-0.00014741635450049546	-0.10439543123688366
GM20431	-0.0001474511516670552	-0.09580678834282569
GM16379	-0.00014745521019317965	-0.09386839101744254
SMIM1	-0.0001475286858112851	-0.08530807544481467
NTHL1	-0.00014753479558002813	-0.11192694250794955
GM11505	-0.0001475663172335764	-0.0833088023712592
LPL	-0.00014756681309730036	-0.1101388247670671
GM15798	-0.00014757376793864637	-0.0919642365438737
9930014A18RIK	-0.00014758160349652845	-0.008818512406786931
GM3267	-0.00014758589126415231	-0.10080011463866595
GM17089	-0.00014758791038137716	-0.09456528256545216
1700037C18RIK	-0.00014760038456435368	-0.0021639063251884033
GATSL3	-0.00014768898594652745	-0.07911148778586441
GM9785	-0.00014770428969551602	-0.10318554959561366
NAPEPLD	-0.00014772851698352095	-0.11186836807283296
GPR137B-PS	-0.00014774710759999336	-0.10407194803142472
ECM2	-0.0001477826317135585	-0.06653875760856529
CHRM3	-0.00014782337916436426	-0.048998380608517716
CCDC109B	-0.00014782687812683976	-0.040478167687674274
SEC22C	-0.00014784696251566554	-0.09608158405535672
LRRC29	-0.00014785264755728784	-0.11023736739271622
MYLIP	-0.00014786244689990103	-0.11180644426820951
GM8807	-0.00014789963621487983	-0.10286187062509
CNGA1	-0.0001479116138427607	-0.0514416133514331
GM16212	-0.0001479378324597165	-0.09340526421001671
TRAV11	-0.00014796693758293162	-0.04720024745581031
GRTP1	-0.00014797104015453873	-0.1045258489702639
GM11025	-0.00014800169403069244	-0.08258690877371555
RAB9	-0.0001480279429238651	-0.10681724709254337
ZFYVE21	-0.00014806251169661067	-0.0010939138597022557
MTERF1A	-0.00014808518054121493	-0.11171217155436397
SETD1A	-0.00014811166456595308	-0.0943858447289172
MOCOS	-0.00014812455418588923	-0.11141331422011069
MED9OS	-0.00014818504058000946	-0.11101603524798759
KLHL10	-0.00014825162139612492	-0.10947710289415324
GM5453	-0.00014825748808980124	-0.10148877034549669
GM10517	-0.0001482796827929392	-0.08198651864058032
B230369F24RIK	-0.00014834006057257563	-0.03050200485268957
CCR2	-0.00014834119478045047	-0.04281739101642998
SS18L1	-0.0001483626844014254	-0.07749240493921572
TPP1	-0.00014837470472990773	-0.049127685252794984
KCNQ1	-0.00014839325379320287	-0.10915424672473173
6720489N17RIK	-0.00014840179100218957	-0.0077586701179607025
LGALS4	-0.00014840830130471872	-0.10991512163198447
A230103J11RIK	-0.0001484582098655756	-0.009190483355671832
GM13184	-0.0001484677859534863	-0.08693937366952051
GSAP	-0.00014851082045696842	-0.10453675411966828
TRIM30C	-0.000148528172887803	-0.042474628787475766
MDK	-0.00014853082045921496	-0.11093042232730538
STRBP	-0.00014856019662640404	-0.07442797837763171
ANGPTL6	-0.0001485613474864893	-0.020368705143450003
GM12057	-0.00014856929316810989	-0.08460658065644022
SLC30A6	-0.0001485754204138115	-0.08910455186831046
CCL3	-0.0001486328733788718	-0.04214972156258197
CYP4F17	-0.00014863958810582874	-0.05761057365678088
BCAS1	-0.00014864018686990362	-0.03316600243777326
FBXL15	-0.0001486406874386453	-0.07464208483476853
TNFAIP1	-0.00014864744814250112	-0.05268071131525964
ZBTB3	-0.0001486864553598902	-0.012381118520026657
SERF1	-0.00014869781687983097	-0.09496729890564148
GM8177	-0.00014871165203790085	-0.1026804767297898
SERTAD1	-0.00014876761260540947	-0.09454459905589518
RPS12-PS20	-0.00014877225075036568	-0.10078553034018212
FBXO31	-0.00014880457481428755	-0.0749665592377888
ELK1	-0.00014885599577654887	-0.06834319817951898
BRPF1	-0.00014886359693779921	-0.03568258333668686
ZFP72	-0.00014888352614940631	-0.0025485382756517128
FAM83F	-0.00014892433026573152	-0.07392249214130017
RBM3OS	-0.00014897840713356189	-0.10557771175700037
CCDC116	-0.00014902818250948387	-0.04053286636488378
TMEM106A	-0.0001490575498684415	-0.05873660393835045
CEP19	-0.0001491066253271815	-0.04712791300299585
TIMD4	-0.00014924548029234954	-0.06171891950593511
SERPINA3F	-0.00014928852398390913	-0.09480943492421767
HYPK	-0.00014930111525991146	-0.10685429589662365
KCNMB1	-0.00014935540486847322	-0.10913907077155488
IGHV1-69	-0.00014938573234698466	-0.10741906962918496
GM13854	-0.00014943738803872202	-0.0883998301643164
OAS3	-0.00014946367474901164	-0.11186580671883295
IGHV5-9	-0.00014947533620156538	-0.10760264581011347
MYL6B	-0.0001494970665069711	-0.11180480388990954
ZFP324	-0.00014950479441197857	-0.007066089625509697
2310014L17RIK	-0.00014951122074376505	-0.0039627198548376555
GM15722	-0.00014954788285155633	-0.09170046312927638
GM12992	-0.000149565020641933	-0.08661797055050294
GM12808	-0.00014958844420885568	-0.08625820091368686
CCDC126	-0.0001496013208734345	-0.040641970665591484
BC048644	-0.0001496038248613401	-0.03271772684845195
GM11742	-0.0001496311299920401	-0.08393233327415017
MAD1L1	-0.00014967407137479204	-0.11051029623014147
PMCH	-0.00014971925810115883	-0.11043587428817969
GM6904	-0.00014972803227268885	-0.10222966206366163
GM13856	-0.0001498267923803388	-0.08841871182956396
GM15910	-0.00014985563761288004	-0.09233981187477369
C730034F03RIK	-0.00014985669784063984	-0.03754074256073066
MTM1	-0.0001498903259235455	-0.11173630710557936
GM15559	-0.0001499371341478338	-0.09125638822414683
GM13556	-0.00014994793826226976	-0.08778327938289149
ZFP458	-0.00014998070597648842	-0.005531574826318941
ZFP781	-0.0001500718998956805	-0.0020799817621630634
GM17224	-0.0001500879808421114	-0.09489622141967263
GM13387	-0.00015009314704147358	-0.08742072710870114
KCNJ2	-0.00015009788598367444	-0.1091240819851047
GM9828	-0.00015023215580072007	-0.10324164902162158
PLCG2	-0.00015023352750344397	-0.11067635716331448
PAK1	-0.00015024256450941814	-0.11167827652120277
4933440N22RIK	-0.0001502770080765467	-0.006918921787640069
GM16180	-0.0001502788678663709	-0.09329014978148714
2810002D19RIK	-0.00015035329480044937	-0.00503945013270461
CMBL	-0.00015036230601357792	-0.051083241354824616
GM4149	-0.00015040960595616386	-0.10099954236170589
ZFP786	-0.00015042603706984123	-0.002014823531100718
GM12645	-0.0001504365030486992	-0.08591225470069308
GM2788	-0.00015045687828803175	-0.1005337520945756
PROX2	-0.00015046275653134142	-0.10890620651330774
ARMC8	-0.00015048281066707615	-0.025500191952736048
GM20605	-0.00015048541882731217	-0.09610102537059706
GPC2	-0.00015055567021188393	-0.10393895249858809
ATXN1	-0.00015056035684936	-0.029248122902311255
GM15885	-0.00015057169279186918	-0.09225413419692197
GM15673	-0.00015059188541834066	-0.09153279715952978
GM13936	-0.0001505944472311042	-0.0885418022553473
GGN	-0.00015059918823621311	-0.07996861743293959
TMOD1	-0.00015060002736225214	-0.05343722417124519
ADAM8	-0.00015063582117654268	-0.014472520423122796
ARHGAP33	-0.00015064343165150878	-0.02427872484962998
LNX2	-0.00015066794339466227	-0.11008809501375733
GM25445	-0.00015067073931418273	-0.09811694159804113
SLC25A27	-0.0001506751586737866	-0.09001684927701059
GM17201	-0.00015069822638376625	-0.09481572033932784
CCDC34OS	-0.00015070149445896972	-0.04131382207780045
TNS1	-0.0001507138251268544	-0.05100996177653483
GM14439	-0.0001507186842649549	-0.08957264180320179
LACE1	-0.00015072553324813637	-0.10967402106561247
SUOX	-0.00015073708921319745	-0.07285553471467732
EVA1B	-0.00015074866938773773	-0.07085029929613987
GM16104	-0.0001508804225104933	-0.09299155482994309
GM16219	-0.00015092485195976967	-0.09342995168021778
UNC13A	-0.00015093080778365363	-0.027927092830270395
ZFP934	-0.00015093102995139882	-0.0011785331761395845
GM6710	-0.0001509569314670825	-0.10210243798224827
ANO4	-0.00015097384073346653	-0.0213952857972498
SEC23IP	-0.00015100556006770975	-0.0960322247418669
TRAV14-3	-0.0001510069737693629	-0.04666426781152111
GM17608	-0.0001510250501662244	-0.09524369811482752
GM15197	-0.00015109575742981222	-0.0903633237402543
ZFP607	-0.00015112739010015867	-0.004051953593551261
RGMB	-0.00015117752029084934	-0.10452140440621427
9330175E14RIK	-0.00015120445592768438	-0.00839407572959052
GM10603	-0.00015121565183077982	-0.0821125557772194
PEX6	-0.0001512216602020407	-0.11127640835702424
CASKIN2	-0.00015122590422369758	-0.03962858121763298
CYSTM1	-0.00015123689926464104	-0.05775413831313991
DBHOS	-0.00015125408289430036	-0.058928787313377
1700092C17RIK	-0.00015126480635783415	-0.002745013112930376
FLYWCH1	-0.00015127924384812007	-0.07661829484865876
DFFB	-0.00015137851619982586	-0.06118300995766637
PLN	-0.00015139055813580068	-0.11051428237188743
UBE2CBP	-0.00015140576712225097	-0.031944112677639636
GM11668	-0.00015142762338323524	-0.08368009627719916
CLU	-0.00015143887543303785	-0.05098091912487372
MARK4	-0.00015148381906113256	-0.11075441219228382
PIK3R3	-0.00015148644701171033	-0.11091734501995076
TTC7B	-0.00015148695402534878	-0.03643737021606852
MYO7A	-0.00015150546724368425	-0.11181807961454027
CDKN2B	-0.00015150657930677668	-0.04606040775200004
RAB6A	-0.00015151533870099123	-0.10684942792127916
GM12480	-0.00015152284187348788	-0.08561305010950407
ZFP90	-0.00015152937130417596	-0.0012180279555221718
GM14392	-0.0001515485049298103	-0.08938281182349428
KALRN	-0.00015155333328439806	-0.10899764740136275
UBN2	-0.00015160013156974937	-0.030209327402495267
EIF4EBP3	-0.000151608366187343	-0.06802859837524128
INHBA	-0.00015162158285187923	-0.10834748024951546
FGFRL1	-0.0001516453964646763	-0.07599461646599753
RBM15	-0.00015167132985878683	-0.1057242317642838
MAFB	-0.0001516823588638475	-0.110527749271148
GM15283	-0.00015174536884015937	-0.090523618987154
DOLK	-0.00015180873076331045	-0.06399123151935882
AEBP1	-0.00015184608570496428	-0.01572033528929674
PSMB7	-0.00015185274842150756	-0.10844415832208343
PHF20	-0.00015189246380014446	-0.11113786917846424
GTPBP3	-0.00015193480940549955	-0.1048273601111146
CTPS2	-0.00015195800989144568	-0.056223033586187826
MKL2	-0.0001519863824007576	-0.11130359887647179
CCNJ	-0.00015201573771519094	-0.04256453053855906
9230111E07RIK	-0.00015204527419126915	-0.008154425147575889
4931422A03RIK	-0.00015206192338716634	-0.006496775330765189
RSPH3A	-0.00015209905647867481	-0.09911070431379998
MAP2K3OS	-0.0001521309356668696	-0.11062041518672538
NECAP1	-0.00015213510729383863	-0.11194661351200152
GRIA3	-0.0001521570612266142	-0.10444384060945544
GM10785	-0.00015219736027065285	-0.08247455594717595
GM10521	-0.00015224309682919246	-0.08200947998515817
CETN4	-0.0001522485410892608	-0.047766095478550555
ZFP763	-0.00015226137027832991	-0.0023028740815734805
C530008M17RIK	-0.00015226705835524228	-0.037453246451626204
RAB5B	-0.0001522693207682484	-0.10686538665352752
ZBTB48	-0.00015228911154916173	-0.011820996320071941
SLC37A4	-0.00015232157926672649	-0.0884075226747083
MXI1	-0.00015235017103080878	-0.11178356245891641
STK35	-0.0001523927865423015	-0.07493957431010057
B930036N10RIK	-0.000152409618537441	-0.031162683773716685
ZFP600	-0.00015243259710318404	-0.004150658711975175
CCDC167	-0.00015243551989603673	-0.041003562110823344
MSS51	-0.00015244744651827377	-0.11168204198550824
GM9574	-0.00015245271602254458	-0.10306195514882238
GM26601	-0.00015247393911246577	-0.0989749450500485
TMEM81	-0.0001524782449747884	-0.05390041891651576
WISP3	-0.00015250762291052288	-0.017025608846644613
TMEM221	-0.0001525360011417617	-0.05599593774892875
GM21887	-0.00015255158403396074	-0.09659741276803036
LRCH3	-0.00015255632024006952	-0.11015412492003779
WDR89	-0.00015260298701696398	-0.017741845566043413
BSPRY	-0.00015262862837470134	-0.03586629796752287
2700012I20RIK	-0.0001526699619444321	-0.004884690501810231
ZFP608	-0.00015268365310719753	-0.004020170618628804
GM10284	-0.0001527070461495093	-0.08160472214683134
PPP1R42	-0.0001527272137526904	-0.1095920784923573
CATSPER2	-0.00015272964652585387	-0.039898661419282236
RPP25L	-0.00015280545094028373	-0.10101821870384098
OLFM4	-0.0001528961815410738	-0.11183341877109809
GM6659	-0.00015290025683329075	-0.10208436342077837
TTC21B	-0.0001529060259961103	-0.03715144169469731
TLR1	-0.0001529152492005934	-0.06040681675542947
GM15856	-0.00015298569761388052	-0.09215139455741711
CX3CR1	-0.0001530068007719149	-0.05687566544615261
GM26668	-0.00015304965024703015	-0.09918741426564132
SV2A	-0.00015308433950181083	-0.07221391022491042
PON3	-0.00015313668577426269	-0.11003430477810028
GM23743	-0.0001531652926754123	-0.09746329581764296
B3GNTL1	-0.00015318114597563133	-0.03084210855113978
ZSWIM7	-0.00015323335707046569	-0.0008076959790700444
ITGB5	-0.00015324174098302576	-0.10880604944501154
SRCAP	-0.00015324951542642961	-0.0786939598745301
SLFN1	-0.00015326794946826286	-0.08669331120933865
GM12366	-0.00015329494025449725	-0.08544451626759761
PNP2	-0.00015329688296850585	-0.11035381524932064
SFMBT2	-0.00015329776071740058	-0.09392153015732974
SLAMF9	-0.00015332424796557801	-0.09139421411704207
GM16106	-0.00015334800508547253	-0.09299982332030038
GM6899	-0.00015338397112481418	-0.1022175427748836
PHF13	-0.0001534099220160502	-0.1111469186262325
GM20702	-0.00015343993193879353	-0.09632746349125598
RPL31-PS5	-0.00015347759923469467	-0.10159140964317759
ASB2	-0.0001535698724653982	-0.026420445376294413
GM15549	-0.0001535752903985978	-0.0912143170204347
ZFP618	-0.0001536153610055159	-0.0038906446911406434
EIF2AK2	-0.000153628119696644	-0.06749759607008254
ADAM2	-0.00015364441284074754	-0.014381418782841562
ZFP574	-0.0001536744949491292	-0.004575321059341331
NAGLU	-0.00015368363651378867	-0.11185591989068955
GM17450	-0.00015369081850430565	-0.09510661818204563
PLAGL2	-0.00015370535848601867	-0.11071526855295954
RBM43	-0.00015373588415871866	-0.10554074168479544
ULK3	-0.00015378375504587752	-0.028101604941798808
PLEKHA3	-0.0001538075611970047	-0.11062633446694226
GM6829	-0.0001538503648580427	-0.10219935673642544
GM11490	-0.0001538699907566287	-0.08326522592033195
GM13864	-0.00015388544530506773	-0.08843756351514931
PLEK2	-0.0001538925238087217	-0.11063651900767957
IGKV1-88	-0.0001539002849035606	-0.10768226002731551
GM16552	-0.00015391087970498612	-0.09397554959136589
GDPD1	-0.000153920669202415	-0.07957979689522868
TOP3B	-0.00015398227714134632	-0.050105180065884825
SNX2	-0.00015417028404837526	-0.08234838474390649
TRAV12D-1	-0.00015417525689345756	-0.04709339909290877
SLC25A5	-0.00015420452806991436	-0.08961329740817148
CRTC1	-0.000154211583678076	-0.05495488257699288
E030024N20RIK	-0.00015424502628943448	-0.065723549120114
GM26877	-0.00015432996468370882	-0.09986519564964536
GM12488	-0.00015433098719752018	-0.0856445450109761
GM684	-0.0001543323140363712	-0.10220542354177475
GM15607	-0.00015434938425711148	-0.09140790416339772
GM15784	-0.00015441363875333056	-0.09190434046249385
GM26841	-0.00015444157606927828	-0.09975592411120598
RUFY1	-0.000154442439698817	-0.09880990445522086
RPL30-PS2	-0.00015444568507371555	-0.10170359155920483
GPX8	-0.00015447135021298008	-0.10434724208776697
2310011J03RIK	-0.00015448821741539457	-0.0039513574534360725
GM21986	-0.0001545577940698339	-0.09670169744661788
MRPS10	-0.00015455960285137857	-0.11160388292193418
GM16984	-0.00015456833708274065	-0.09434834387838842
CDK20	-0.00015458958710398116	-0.045649336260777176
ZAKIT	-0.0001545943667995948	-0.013136267367632293
RBM34	-0.00015460360018524806	-0.10560541098383669
SLC25A35	-0.00015462246885793025	-0.08987612925302202
ZFX	-0.00015462673835778644	-0.0010788595138452317
USP53	-0.0001546325917208214	-0.0251041121592801
A530064D06RIK	-0.00015464148203483591	-0.009653775182454388
GM16573	-0.00015464921500152914	-0.0940244852678897
SESN2	-0.0001546518944719238	-0.09445663846201968
GM13689	-0.000154687502421579	-0.08810204372482616
GM6939	-0.00015468780548418446	-0.1022418775129928
STOM	-0.00015471090688982375	-0.07471267158063333
TPCN1	-0.00015473285180181217	-0.049582105777837504
SLC35E2	-0.0001547778716952985	-0.08869431971867237
CCDC63	-0.00015478595332317534	-0.04162414573215134
2310047M10RIK	-0.00015480509416433005	-0.004132260759130563
PLCXD1	-0.0001548081096784896	-0.11066319553538118
PLAU	-0.00015484699708734855	-0.11071208542571676
PARD6B	-0.00015489720361258697	-0.11162932749496868
MOCS3	-0.0001549067242023885	-0.11141865402189144
GM27015	-0.00015492701043741543	-0.10015779580661505
HNMT	-0.00015493470965373662	-0.10636245311950304
DDRGK1	-0.00015495378194667987	-0.05997077434116596
IER3	-0.0001549778343111836	-0.10701226903103606
0610009L18RIK	-0.0001549825570518182	-0.00012071171277803515
CTXN1	-0.00015499055756698822	-0.05653936880110269
ATG4B	-0.0001550378703132317	-0.027592052174791964
IL1F9	-0.00015506649983800045	-0.10812149266337295
MANSC1	-0.00015508468072300685	-0.11060049103651531
PBX1	-0.00015510293814009486	-0.11157093593531964
ITGA10	-0.00015512988762319722	-0.10873295690537887
SAPCD1	-0.0001551808988139933	-0.09784443736330539
GM11439	-0.00015518604349933892	-0.08308931263669386
SAMD15	-0.00015521968188323781	-0.0980390940183552
GM11343	-0.00015522076069855777	-0.08288972057354826
HPS6	-0.00015522120605787005	-0.10655500605929108
PRX	-0.0001552457250902663	-0.10860894039891889
ZFP318	-0.00015525248228645435	-0.007157311035305258
GM11645	-0.00015528079981296647	-0.08363635983869422
ZBTB46	-0.00015528840068688011	-0.011857941711929998
LAMA5	-0.0001553283046861016	-0.10969498284647383
GJB2	-0.00015534542665602248	-0.0803900697876094
5330426P16RIK	-0.00015535613030094044	-0.007009317687331377
ASCL4	-0.00015546433663650737	-0.026600560961748065
MKS1	-0.0001554731035107988	-0.11131727414783876
FAM71F2	-0.00015548161010014907	-0.07377262593036435
MEI4	-0.0001555070660468829	-0.1110335165504901
GM26573	-0.00015550751619709588	-0.09886368669712797
UBXN2B	-0.00015556008511655766	-0.029526515072176518
4933415A04RIK	-0.00015557276907388661	-0.006660559214006434
DENND5B	-0.00015558149199371388	-0.06091269516899256
LRRC3B	-0.00015562165579235463	-0.11024451838381022
FKBP11	-0.00015562582353557565	-0.07628498820529783
TREML4	-0.00015563953794131324	-0.04348860747976635
4933406P04RIK	-0.00015566994378653183	-0.006595077331629534
TRAV10	-0.000155672242910803	-0.047306639769630565
GM13535	-0.00015576347804119862	-0.08772593122340316
PRAM1	-0.0001557881333097355	-0.10937227985231568
LPCAT2	-0.00015580298158422007	-0.11012098946574927
SORBS1	-0.0001558308088299383	-0.08164097524026648
TNFRSF19	-0.00015583113235383345	-0.0522840259916183
GM17484	-0.00015583795981071995	-0.0951308843266489
SUSD2	-0.00015585704885655923	-0.07244644679746959
VMN1R58	-0.00015586872655506956	-0.02246340613371578
IZUMO4	-0.00015591544734683187	-0.10888283418522454
FAM213B	-0.000155994250930017	-0.07315836541698673
IGHV1-81	-0.00015599732648493629	-0.1074615240875601
AV099323	-0.00015600009607285282	-0.02975606511094224
DERL3	-0.00015600615487739022	-0.06108783618019767
ACN9	-0.0001560312016463368	-0.012931526980995527
GM16007	-0.00015605797369878534	-0.09268557364203689
SVIP	-0.00015606450265771108	-0.07212664525354162
GM26637	-0.0001560675064921933	-0.09910713645496227
GM8566	-0.000156068812586667	-0.1027894503371597
REL	-0.00015607233416752473	-0.10498146125671148
MON1A	-0.00015609520738408975	-0.11142756288045191
GM15129	-0.00015613836591414913	-0.09029106411649707
GM17135	-0.0001561586689014791	-0.09467806985046595
NT5DC3	-0.0001561793904885698	-0.11192884007819637
ZMYM6	-0.00015619363455337702	-0.0013483031611369878
1810058I24RIK	-0.00015620919471495684	-0.003392304405042201
MS4A2	-0.00015622978258108308	-0.11164831264742081
CLUAP1	-0.00015627003823358364	-0.050998025762514124
KLHDC4	-0.00015628934767737934	-0.10947194300410656
GM12798	-0.00015635134802377917	-0.08622777719075397
4930583K01RIK	-0.00015635653979297518	-0.006396540575269279
GM15152	-0.00015644682784807487	-0.09032730442333248
9830107B12RIK	-0.00015646844099819474	-0.008746865867494728
ACAP3	-0.00015647498073950966	-0.012615214959622631
GM9800	-0.0001565052277157205	-0.10320779692826831
TADA1	-0.00015652860125481746	-0.07065512719813816
H2-M5	-0.00015657247676309214	-0.10502563876324356
VMN2R-PS121	-0.00015657294549078132	-0.02235343476938323
RINT1	-0.00015657587838272343	-0.10399093644327295
GM8815	-0.00015657750611419808	-0.10287996589782422
A130014A01RIK	-0.00015659368628664647	-0.008965837327279125
GM16166	-0.00015660290893574922	-0.09322404454677646
PRG3	-0.0001566425374816459	-0.10922561627207639
RTN4RL1	-0.00015666854602999612	-0.09885345727277983
GM13778	-0.00015667155908459396	-0.08822755984990915
G630030J09RIK	-0.00015671331924988388	-0.07825645931248962
NDUFAF6	-0.0001567353874919849	-0.11192943762998031
GM12035	-0.00015677865569486705	-0.08456242150981502
MAP3K13	-0.0001567880775715511	-0.11063905661444151
GM24809	-0.00015678849398844988	-0.09789475653796043
TGM2	-0.0001568371606409541	-0.06338646854953367
GM26936	-0.0001568617853971512	-0.10001584426050214
GM20726	-0.00015688951412387692	-0.0963915046308832
GM26351	-0.0001568992315288731	-0.09851787377179344
AMZ1	-0.0001569561795989574	-0.019992770639024618
GM13000	-0.00015697353886875602	-0.08663786550358613
GM11962	-0.0001570030245062359	-0.08439709117497496
ZFP59	-0.00015700653748334254	-0.0044209127362747624
TACC1	-0.00015703583142079428	-0.07080020983497959
KLHL12	-0.00015704271315298472	-0.10948226561674229
GM7879	-0.0001570941638781254	-0.10259666204833784
GM16151	-0.00015710684801924102	-0.09316573549253138
MAGED2	-0.0001571231453906089	-0.11053857092019687
SYNJ1	-0.00015712569040189016	-0.07143460049271522
SUPT6	-0.0001572238807656476	-0.07268046494121672
FAM207A	-0.00015723316605657583	-0.07297813409875806
MAP3K8	-0.00015724205291840808	-0.11065924193916366
GM14401	-0.00015726330170973767	-0.0894191273258636
4930404I05RIK	-0.00015727503040945657	-0.0056338676054551624
CEBPZOS	-0.00015728628502961447	-0.046483783956542055
GM26621	-0.00015735130090770348	-0.0990485365610354
GM10644	-0.00015740552039736715	-0.08218096512421225
IGHV1-62-2	-0.00015741973223745937	-0.10739820974847597
IGHV1-71	-0.00015741973223745937	-0.10742757861801455
ZBTB8A	-0.0001574240378825213	-0.011617338942941036
STAMOS	-0.00015745832592413197	-0.07614650870432871
METTL25	-0.00015749872013007455	-0.11110005523969124
PRIM2	-0.00015750049414745538	-0.10919935406172854
GM24059	-0.0001575540710074107	-0.0976184925700696
LIMK2	-0.00015755935432588543	-0.10997145444935796
A430078I02RIK	-0.00015758351918508009	-0.009488540269365242
MMAA	-0.00015759172542573918	-0.11134705606606132
CCDC136	-0.00015760767768471193	-0.04073287574352062
GM17024	-0.0001576977982781418	-0.09440438471438828
GM12419	-0.00015771781570248148	-0.08552892870513179
ZFP790	-0.00015775052572060706	-0.001939560260170281
GM10535	-0.00015777564750239648	-0.08203241195315653
