id,cas_num,ctrl_ids,dose,drug_name,drugbank_id,geo_id,organism,pert_ids,platform,smiles,timepoint,tissue,vehicle,version
drug:DM1751,60-32-2,GSM1453779|GSM1454457|GSM1454458|GSM1454729|GSM1454786|GSM1454796|GSM1455726,2000 mg/kg,Aminocaproic Acid,DB00513,GSE59927,rat,GSM1454741|GSM1454772|GSM1455061,GPL5425,NCCCCCC(O)=O,5 d,Kidney,Water,1.2
drug:DM1487,34786-70-4,GSM1453634|GSM1453831|GSM1454242|GSM1454245|GSM1454879|GSM1454881|GSM1455550|GSM1455658|GSM1456296|GSM1456306|GSM1456324,134 mg/kg,Nystatin,DB00646,GSE59927,rat,GSM1455220|GSM1455228|GSM1455241,GPL5425,,3 d,Kidney,Corn Oil,1.2
drug:DM1753,549-18-8,GSM1453551|GSM1453817|GSM1454453|GSM1454454|GSM1454733|GSM1454794|GSM1455725,160 mg/kg,Amitriptyline,DB00321,GSE59927,rat,GSM1455478|GSM1455490|GSM1455599,GPL5425,[H+].[Cl-].CN(C)CCC=C1c2ccccc2CCc3ccccc13,1 d,Kidney,Water,1.2
drug:DM1752,60-32-2,GSM1453778|GSM1454455|GSM1454456|GSM1454728|GSM1454795|GSM1454820|GSM1455062|GSM1455063|GSM1455064|GSM1455695,2000 mg/kg,Aminocaproic Acid,DB00513,GSE59927,rat,GSM1454752|GSM1454762|GSM1454778,GPL5425,NCCCCCC(O)=O,3 d,Kidney,Water,1.2
drug:DM1486,34786-70-4,GSM1453653|GSM1453785|GSM1453890|GSM1454239|GSM1454327|GSM1454885|GSM1455549|GSM1455657|GSM1456295|GSM1456305|GSM1456323,134 mg/kg,Nystatin,DB00646,GSE59927,rat,GSM1455219|GSM1455227|GSM1455240,GPL5425,,1 d,Kidney,Corn Oil,1.2
drug:DM3846,13010-47-4,GSM1461921|GSM1462038,8.75 mg/kg,Lomustine,DB01206,GSE59927,rat,GSM1461966|GSM1461967|GSM1461968,GPL5425,ClCCN(N=O)C(=O)NC1CCCCC1,1 d,Spleen,Corn Oil,1.2
drug:DM2956,30516-87-1,GSM1456836|GSM1456888|GSM1457035|GSM1457133|GSM1457527|GSM1457593|GSM1457881|GSM1457941|GSM1457944|GSM1458727|GSM1458955|GSM1459878|GSM1459879|GSM1459880|GSM1459956|GSM1459957|GSM1459958|GSM1460302|GSM1460303|GSM1460337|GSM1460416|GSM1460536|GSM1460794|GSM1460839|GSM1460871|GSM1460957|GSM1460961|GSM1460985|GSM1460987|GSM1461045|GSM1461069|GSM1461074|GSM1461083|GSM1461094|GSM1461103|GSM1461113|GSM1461114|GSM1461403|GSM1461423|GSM1461445|GSM1461474|GSM1461476|GSM1461676,1540 mg/kg,Zidovudine,DB00495,GSE59927,rat,GSM1459252|GSM1459336|GSM1459345,GPL5425,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,3 d,Liver,Corn Oil,1.2
drug:DM2957,30516-87-1,GSM1456889|GSM1456922|GSM1457134|GSM1457518|GSM1457554|GSM1457594|GSM1457882|GSM1458040|GSM1458084|GSM1459881|GSM1459882|GSM1459883|GSM1460267|GSM1460277|GSM1460280|GSM1460282|GSM1460338|GSM1460417|GSM1460537|GSM1460554|GSM1460826|GSM1460840|GSM1460887|GSM1460949|GSM1460958|GSM1460986|GSM1460988|GSM1461046|GSM1461055|GSM1461070|GSM1461475|GSM1461686,1540 mg/kg,Zidovudine,DB00495,GSE59927,rat,GSM1459253|GSM1459340|GSM1459663,GPL5425,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,5 d,Liver,Corn Oil,1.2
drug:DM2954,97322-87-7,GSM1456836|GSM1456888|GSM1457035|GSM1457133|GSM1457527|GSM1457593|GSM1457881|GSM1457941|GSM1457944|GSM1458727|GSM1458955|GSM1459878|GSM1459879|GSM1459880|GSM1459956|GSM1459957|GSM1459958|GSM1460302|GSM1460303|GSM1460337|GSM1460416|GSM1460536|GSM1460794|GSM1460839|GSM1460871|GSM1460957|GSM1460961|GSM1460985|GSM1460987|GSM1461045|GSM1461069|GSM1461074|GSM1461083|GSM1461094|GSM1461103|GSM1461113|GSM1461114|GSM1461403|GSM1461423|GSM1461445|GSM1461474|GSM1461476|GSM1461676,1200 mg/kg,Troglitazone,DB00197,GSE59927,rat,GSM1461551|GSM1461553|GSM1461597,GPL5425,Cc1c(C)c2OC(C)(CCc2c(C)c1O)COc3ccc(CC4SC(=O)NC4=O)cc3,3 d,Liver,Corn Oil,1.2
drug:DM2955,30516-87-1,GSM1456921|GSM1457034|GSM1457105|GSM1457526|GSM1457592|GSM1457934|GSM1458083|GSM1458142|GSM1458887|GSM1459260|GSM1459261|GSM1459864|GSM1459865|GSM1459866|GSM1459954|GSM1459955|GSM1460249|GSM1460301|GSM1460394|GSM1460415|GSM1460573|GSM1460662|GSM1460792|GSM1460838|GSM1460860|GSM1460948|GSM1460960|GSM1461012|GSM1461024|GSM1461044|GSM1461054|GSM1461068|GSM1461400|GSM1461402|GSM1461422|GSM1461444|GSM1461675,1540 mg/kg,Zidovudine,DB00495,GSE59927,rat,GSM1459249|GSM1459250|GSM1459251,GPL5425,CC1=CN([C@H]2C[C@H](N=[N+]=[N-])[C@@H](CO)O2)C(=O)NC1=O,1 d,Liver,Corn Oil,1.2
drug:DM2952,97322-87-7,GSM1456921|GSM1457034|GSM1457105|GSM1457526|GSM1457592|GSM1457934|GSM1458083|GSM1458142|GSM1458887|GSM1459260|GSM1459261|GSM1459864|GSM1459865|GSM1459866|GSM1459954|GSM1459955|GSM1460249|GSM1460301|GSM1460394|GSM1460415|GSM1460573|GSM1460662|GSM1460792|GSM1460838|GSM1460860|GSM1460948|GSM1460960|GSM1461012|GSM1461024|GSM1461044|GSM1461054|GSM1461068|GSM1461400|GSM1461402|GSM1461422|GSM1461444|GSM1461675,1200 mg/kg,Troglitazone,DB00197,GSE59927,rat,GSM1461531|GSM1461550|GSM1461552,GPL5425,Cc1c(C)c2OC(C)(CCc2c(C)c1O)COc3ccc(CC4SC(=O)NC4=O)cc3,1 d,Liver,Corn Oil,1.2
drug:DM2953,97322-87-7,GSM1456889|GSM1456922|GSM1457134|GSM1457518|GSM1457554|GSM1457594|GSM1457882|GSM1458040|GSM1458084|GSM1459881|GSM1459882|GSM1459883|GSM1460267|GSM1460277|GSM1460280|GSM1460282|GSM1460338|GSM1460417|GSM1460537|GSM1460554|GSM1460826|GSM1460840|GSM1460887|GSM1460949|GSM1460958|GSM1460986|GSM1460988|GSM1461046|GSM1461055|GSM1461070|GSM1461475|GSM1461686,1200 mg/kg,Troglitazone,DB00197,GSE59927,rat,GSM1461532|GSM1461537|GSM1461542,GPL5425,Cc1c(C)c2OC(C)(CCc2c(C)c1O)COc3ccc(CC4SC(=O)NC4=O)cc3,5 d,Liver,Corn Oil,1.2
drug:DM1689,68-12-2,GSM1454103|GSM1454639|GSM1454640|GSM1454641|GSM1454899|GSM1454988|GSM1455048|GSM1455055|GSM1455184|GSM1455187|GSM1455190|GSM1456037|GSM1456043|GSM1456065|GSM1456377|GSM1456380|GSM1456383,140 mg/kg,"N,N-Dimethylformamide",,GSE59927,rat,GSM1453958|GSM1453959|GSM1453960,GPL5425,CN(C)C=O,1 d,Kidney,Saline,1.2
drug:DM1688,68-12-2,GSM1453884|GSM1454564|GSM1454565|GSM1454638,140 mg/kg,"N,N-Dimethylformamide",,GSE59927,rat,GSM1453955|GSM1453956|GSM1453957,GPL5425,CN(C)C=O,0.25 d,Kidney,Saline,1.2
drug:DM1687,19767-45-4,GSM1453885|GSM1454228|GSM1454583|GSM1454642|GSM1454643|GSM1454981|GSM1455032|GSM1455039|GSM1455049|GSM1455065|GSM1455185|GSM1455188|GSM1455191|GSM1456038|GSM1456044|GSM1456066|GSM1456378|GSM1456381|GSM1456384,755 mg/kg,Mesna,DB09110,GSE59927,rat,GSM1454822|GSM1454853|GSM1454986,GPL5425,[Na+].[O-][S](=O)(=O)CCS,3 d,Kidney,Saline,1.2
drug:DM1686,19767-45-4,GSM1454170|GSM1454584|GSM1454585|GSM1454982|GSM1454989|GSM1455007|GSM1455033|GSM1455057|GSM1455135|GSM1455146|GSM1455186|GSM1455189|GSM1455192|GSM1455424|GSM1455432|GSM1456039|GSM1456045|GSM1456067|GSM1456379|GSM1456382|GSM1456385,755 mg/kg,Mesna,DB09110,GSE59927,rat,GSM1454788|GSM1454823|GSM1454987,GPL5425,[Na+].[O-][S](=O)(=O)CCS,5 d,Kidney,Saline,1.2
drug:DM1685,19767-45-4,GSM1454103|GSM1454639|GSM1454640|GSM1454641|GSM1454899|GSM1454988|GSM1455048|GSM1455055|GSM1455184|GSM1455187|GSM1455190|GSM1456037|GSM1456043|GSM1456065|GSM1456377|GSM1456380|GSM1456383,755 mg/kg,Mesna,DB09110,GSE59927,rat,GSM1454787|GSM1454821|GSM1454883,GPL5425,[Na+].[O-][S](=O)(=O)CCS,1 d,Kidney,Saline,1.2
drug:DM1684,69-65-8,GSM1454170|GSM1454584|GSM1454585|GSM1454982|GSM1454989|GSM1455007|GSM1455033|GSM1455057|GSM1455135|GSM1455146|GSM1455186|GSM1455189|GSM1455192|GSM1455424|GSM1455432|GSM1456039|GSM1456045|GSM1456067|GSM1456379|GSM1456382|GSM1456385,1000 mg/kg,Mannitol,DB00742,GSE59927,rat,GSM1454992|GSM1454995|GSM1455003,GPL5425,OCC(O)C(O)C(O)C(O)CO,5 d,Kidney,Saline,1.2
drug:DM1683,69-65-8,GSM1453885|GSM1454228|GSM1454583|GSM1454642|GSM1454643|GSM1454981|GSM1455032|GSM1455039|GSM1455049|GSM1455065|GSM1455185|GSM1455188|GSM1455191|GSM1456038|GSM1456044|GSM1456066|GSM1456378|GSM1456381|GSM1456384,1000 mg/kg,Mannitol,DB00742,GSE59927,rat,GSM1454991|GSM1454994|GSM1455002,GPL5425,OCC(O)C(O)C(O)C(O)CO,3 d,Kidney,Saline,1.2
drug:DM1682,69-65-8,GSM1454103|GSM1454639|GSM1454640|GSM1454641|GSM1454899|GSM1454988|GSM1455048|GSM1455055|GSM1455184|GSM1455187|GSM1455190|GSM1456037|GSM1456043|GSM1456065|GSM1456377|GSM1456380|GSM1456383,1000 mg/kg,Mannitol,DB00742,GSE59927,rat,GSM1454990|GSM1454993|GSM1455001,GPL5425,OCC(O)C(O)C(O)C(O)CO,1 d,Kidney,Saline,1.2
drug:DM1681,93572-42-0,GSM1454170|GSM1454584|GSM1454585|GSM1454982|GSM1454989|GSM1455007|GSM1455033|GSM1455057|GSM1455135|GSM1455146|GSM1455186|GSM1455189|GSM1455192|GSM1455424|GSM1455432|GSM1456039|GSM1456045|GSM1456067|GSM1456379|GSM1456382|GSM1456385,1.25 mg/kg,Lipopolysaccharide E. Coli O55:B5,,GSE59927,rat,GSM1455218|GSM1455239,GPL5425,,5 d,Kidney,Saline,1.2
drug:DM1680,93572-42-0,GSM1453885|GSM1454228|GSM1454583|GSM1454642|GSM1454643|GSM1454981|GSM1455032|GSM1455039|GSM1455049|GSM1455065|GSM1455185|GSM1455188|GSM1455191|GSM1456038|GSM1456044|GSM1456066|GSM1456378|GSM1456381|GSM1456384,1.25 mg/kg,Lipopolysaccharide E. Coli O55:B5,,GSE59927,rat,GSM1455217|GSM1455238,GPL5425,,3 d,Kidney,Saline,1.2
drug:DM2088,434-07-1,GSM1459416|GSM1459924|GSM1459948|GSM1459990|GSM1460108|GSM1460143|GSM1460207|GSM1460410|GSM1460455|GSM1460569|GSM1460767|GSM1460781|GSM1460788|GSM1461081|GSM1461090|GSM1461101|GSM1461255|GSM1461274|GSM1461295|GSM1461306|GSM1461385,1170 mg/kg,Oxymetholone,DB06412,GSE59927,rat,GSM1460476|GSM1460482|GSM1460512,GPL5425,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C(/C[C@]4(C)[C@H]3CC[C@]12C)=C\O,3 d,Liver,CMC,1.2
drug:DM2089,434-07-1,GSM1459417|GSM1459925|GSM1459949|GSM1459991|GSM1460109|GSM1460144|GSM1460411|GSM1460491|GSM1460514|GSM1460519|GSM1460603|GSM1460791|GSM1460795|GSM1460796|GSM1461082|GSM1461091|GSM1461102|GSM1461214|GSM1461244|GSM1461262|GSM1461275|GSM1461307|GSM1461391,1170 mg/kg,Oxymetholone,DB06412,GSE59927,rat,GSM1460477|GSM1460513|GSM1460786,GPL5425,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C(/C[C@]4(C)[C@H]3CC[C@]12C)=C\O,5 d,Liver,CMC,1.2
drug:DM2084,53716-50-0,GSM1459346|GSM1459923|GSM1459947|GSM1460001|GSM1460040|GSM1460107|GSM1460116|GSM1460424|GSM1460493|GSM1460507|GSM1460568|GSM1460825|GSM1461250|GSM1461253|GSM1461254|GSM1461324|GSM1461362|GSM1461380|GSM1461390|GSM1461661|GSM1461684,1500 mg/kg,Oxfendazole,,GSE59927,rat,GSM1459676|GSM1459677|GSM1459678,GPL5425,COC(=O)Nc1[nH]c2cc(ccc2n1)[S](=O)c3ccccc3,1 d,Liver,CMC,1.2
drug:DM2085,53716-50-0,GSM1459416|GSM1459924|GSM1459948|GSM1459990|GSM1460108|GSM1460143|GSM1460207|GSM1460410|GSM1460455|GSM1460569|GSM1460767|GSM1460781|GSM1460788|GSM1461081|GSM1461090|GSM1461101|GSM1461255|GSM1461274|GSM1461295|GSM1461306|GSM1461385,1500 mg/kg,Oxfendazole,,GSE59927,rat,GSM1459679|GSM1459680|GSM1459681,GPL5425,COC(=O)Nc1[nH]c2cc(ccc2n1)[S](=O)c3ccccc3,3 d,Liver,CMC,1.2
drug:DM2086,53716-50-0,GSM1459417|GSM1459925|GSM1459949|GSM1459991|GSM1460109|GSM1460144|GSM1460411|GSM1460491|GSM1460514|GSM1460519|GSM1460603|GSM1460791|GSM1460795|GSM1460796|GSM1461082|GSM1461091|GSM1461102|GSM1461214|GSM1461244|GSM1461262|GSM1461275|GSM1461307|GSM1461391,1500 mg/kg,Oxfendazole,,GSE59927,rat,GSM1459682|GSM1459774|GSM1459797,GPL5425,COC(=O)Nc1[nH]c2cc(ccc2n1)[S](=O)c3ccccc3,5 d,Liver,CMC,1.2
drug:DM2087,434-07-1,GSM1459346|GSM1459923|GSM1459947|GSM1460001|GSM1460040|GSM1460107|GSM1460116|GSM1460424|GSM1460493|GSM1460507|GSM1460568|GSM1460825|GSM1461250|GSM1461253|GSM1461254|GSM1461324|GSM1461362|GSM1461380|GSM1461390|GSM1461661|GSM1461684,1170 mg/kg,Oxymetholone,DB06412,GSE59927,rat,GSM1460475|GSM1460481|GSM1460510,GPL5425,C[C@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)C(/C[C@]4(C)[C@H]3CC[C@]12C)=C\O,1 d,Liver,CMC,1.2
drug:DM2080,67-20-9,GSM1459346|GSM1459923|GSM1459947|GSM1460001|GSM1460040|GSM1460107|GSM1460116|GSM1460424|GSM1460493|GSM1460507|GSM1460568|GSM1460825|GSM1461250|GSM1461253|GSM1461254|GSM1461324|GSM1461362|GSM1461380|GSM1461390|GSM1461661|GSM1461684,76 mg/kg,Nitrofurantoin,DB00698,GSE59927,rat,GSM1460217|GSM1460229|GSM1460259,GPL5425,[O-][N+](=O)c1oc(cc1)/C=N/N2CC(=O)NC2=O,1 d,Liver,CMC,1.2
drug:DM2081,132539-06-1,GSM1459417|GSM1459925|GSM1459949|GSM1459991|GSM1460109|GSM1460144|GSM1460411|GSM1460491|GSM1460514|GSM1460519|GSM1460603|GSM1460791|GSM1460795|GSM1460796|GSM1461082|GSM1461091|GSM1461102|GSM1461214|GSM1461244|GSM1461262|GSM1461275|GSM1461307|GSM1461391,23 mg/kg,Olanzapine,DB00334,GSE59927,rat,GSM1459499|GSM1459525|GSM1459568,GPL5425,CN1CCN(CC1)C2=C3C=C(C)SC3=Nc4ccccc4N2,5 d,Liver,CMC,1.2
drug:DM2082,132539-06-1,GSM1459346|GSM1459923|GSM1459947|GSM1460001|GSM1460040|GSM1460107|GSM1460116|GSM1460424|GSM1460493|GSM1460507|GSM1460568|GSM1460825|GSM1461250|GSM1461253|GSM1461254|GSM1461324|GSM1461362|GSM1461380|GSM1461390|GSM1461661|GSM1461684,23 mg/kg,Olanzapine,DB00334,GSE59927,rat,GSM1459519|GSM1459520|GSM1459521,GPL5425,CN1CCN(CC1)C2=C3C=C(C)SC3=Nc4ccccc4N2,1 d,Liver,CMC,1.2
drug:DM2083,132539-06-1,GSM1459416|GSM1459924|GSM1459948|GSM1459990|GSM1460108|GSM1460143|GSM1460207|GSM1460410|GSM1460455|GSM1460569|GSM1460767|GSM1460781|GSM1460788|GSM1461081|GSM1461090|GSM1461101|GSM1461255|GSM1461274|GSM1461295|GSM1461306|GSM1461385,23 mg/kg,Olanzapine,DB00334,GSE59927,rat,GSM1459522|GSM1459523|GSM1459524,GPL5425,CN1CCN(CC1)C2=C3C=C(C)SC3=Nc4ccccc4N2,3 d,Liver,CMC,1.2
drug:DM3673,95510-70-6,GSM1452556|GSM1452567|GSM1452611|GSM1452644|GSM1452724|GSM1452727|GSM1452729|GSM1452750|GSM1452777|GSM1452809|GSM1452821|GSM1452857|GSM1452866|GSM1452889|GSM1452917|GSM1452921|GSM1452941|GSM1452955|GSM1452988|GSM1453000|GSM1453031|GSM1453040|GSM1453069|GSM1453081|GSM1453085|GSM1453086|GSM1453089|GSM1453106|GSM1453182|GSM1453187|GSM1453196|GSM1453212|GSM1453217|GSM1453235|GSM1453259|GSM1453280|GSM1453289|GSM1453294|GSM1453314|GSM1453319|GSM1453323,400 uM,Omeprazole,DB00338,GSE59927,rat,GSM1452825|GSM1452870|GSM1452893,GPL5426,[Na+].COc1ccc2[n-]c(nc2c1)[S](=O)Cc3ncc(C)c(OC)c3C,1 d,Primary rat hepatocytes,DMSO,1.2
drug:DM3844,13010-47-4,GSM1461921|GSM1462038,4.2 mg/kg,Lomustine,DB01206,GSE59927,rat,GSM1461946|GSM1461947|GSM1461948,GPL5425,ClCCN(N=O)C(=O)NC1CCCCC1,1 d,Spleen,Corn Oil,1.2
drug:DM3283,1404-31-5,GSM1456796|GSM1457568|GSM1457768|GSM1457961|GSM1457964|GSM1458885|GSM1459040|GSM1459753|GSM1460129|GSM1460149|GSM1460674|GSM1460800|GSM1460894|GSM1461549,121 mg/kg,Colistin,DB00803,GSE59927,rat,GSM1460406|GSM1460637|GSM1460698,GPL5425,,3 d,Liver,Water,1.2
drug:DM3697,53123-88-9,GSM1452556|GSM1452567|GSM1452611|GSM1452644|GSM1452724|GSM1452727|GSM1452729|GSM1452750|GSM1452777|GSM1452809|GSM1452821|GSM1452857|GSM1452866|GSM1452889|GSM1452917|GSM1452921|GSM1452941|GSM1452955|GSM1452988|GSM1453000|GSM1453031|GSM1453040|GSM1453069|GSM1453081|GSM1453085|GSM1453086|GSM1453089|GSM1453106|GSM1453182|GSM1453187|GSM1453196|GSM1453212|GSM1453217|GSM1453235|GSM1453259|GSM1453280|GSM1453289|GSM1453294|GSM1453314|GSM1453319|GSM1453323,20 uM,Rapamycin,,GSE59927,rat,GSM1452980|GSM1453144|GSM1453154,GPL5426,,1 d,Primary rat hepatocytes,DMSO,1.2
drug:DM3118,68-12-2,GSM1457425|GSM1457439|GSM1457553|GSM1458511|GSM1458847,140 mg/kg,"N,N-Dimethylformamide",,GSE59927,rat,GSM1457507|GSM1457508|GSM1457929,GPL5425,CN(C)C=O,0.25 d,Liver,Saline,1.2
drug:DM2731,3771-19-5,GSM1456921|GSM1457034|GSM1457105|GSM1457526|GSM1457592|GSM1457934|GSM1458083|GSM1458142|GSM1458887|GSM1459260|GSM1459261|GSM1459864|GSM1459865|GSM1459866|GSM1459954|GSM1459955|GSM1460249|GSM1460301|GSM1460394|GSM1460415|GSM1460573|GSM1460662|GSM1460792|GSM1460838|GSM1460860|GSM1460948|GSM1460960|GSM1461012|GSM1461024|GSM1461044|GSM1461054|GSM1461068|GSM1461400|GSM1461402|GSM1461422|GSM1461444|GSM1461675,338 mg/kg,Nafenopin,,GSE59927,rat,GSM1461397|GSM1461471|GSM1461485,GPL5425,CC(C)(Oc1ccc(cc1)C2CCCc3ccccc23)C(O)=O,1 d,Liver,Corn Oil,1.2
drug:DM3407,52-67-5,GSM1456878|GSM1457566|GSM1457802|GSM1458574|GSM1458851|GSM1460130|GSM1460150|GSM1460185|GSM1460266|GSM1460307|GSM1460334|GSM1460483|GSM1460675|GSM1460811|GSM1461541,100 mg/kg,Penicillamine,DB00859,GSE59927,rat,GSM1458599|GSM1458600|GSM1458601,GPL5425,CC(C)(S)[C@@H](N)C(O)=O,5 d,Liver,Water,1.2
drug:DM3693,117976-89-3,GSM1452556|GSM1452567|GSM1452611|GSM1452644|GSM1452724|GSM1452727|GSM1452729|GSM1452750|GSM1452777|GSM1452809|GSM1452821|GSM1452857|GSM1452866|GSM1452889|GSM1452917|GSM1452921|GSM1452941|GSM1452955|GSM1452988|GSM1453000|GSM1453031|GSM1453040|GSM1453069|GSM1453081|GSM1453085|GSM1453086|GSM1453089|GSM1453106|GSM1453182|GSM1453187|GSM1453196|GSM1453212|GSM1453217|GSM1453235|GSM1453259|GSM1453280|GSM1453289|GSM1453294|GSM1453314|GSM1453319|GSM1453323,333 uM,Rabeprazole,DB01129,GSE59927,rat,GSM1452737|GSM1452797|GSM1452815,GPL5426,COCCCOc1ccnc(C[S](=O)c2[nH]c3ccccc3n2)c1C,1 d,Primary rat hepatocytes,DMSO,1.2
drug:DM3919,15347-57-6,GSM1461753|GSM1462202,600 mg/kg,Lead(IV) Acetate,,GSE59927,rat,GSM1462136|GSM1462137|GSM1462138,GPL5425,[Pb++].CC([O-])=O.CC([O-])=O,1 d,Spleen,Saline,1.2
drug:DM243,68-12-2,GSM1449220|GSM1449612|GSM1449842|GSM1449883|GSM1449983|GSM1450021|GSM1450154|GSM1450159,1400 mg/kg,"N,N-Dimethylformamide",,GSE59927,rat,GSM1449343|GSM1449344|GSM1449345,GPL5425,CN(C)C=O,1 d,Bone marrow,Saline,1.2
drug:DM3282,1404-31-5,GSM1457247|GSM1457567|GSM1457767|GSM1458130|GSM1458884|GSM1458999|GSM1460128|GSM1460148|GSM1460184|GSM1460621|GSM1460703|GSM1460799|GSM1460893|GSM1461528|GSM1461540,121 mg/kg,Colistin,DB00803,GSE59927,rat,GSM1460392|GSM1460636|GSM1460697,GPL5425,,1 d,Liver,Water,1.2
drug:DM242,68-12-2,GSM1449209|GSM1449444|GSM1449513|GSM1449908|GSM1449911|GSM1450155|GSM1450160|GSM1450188,140 mg/kg,"N,N-Dimethylformamide",,GSE59927,rat,GSM1449450|GSM1449451|GSM1449452,GPL5425,CN(C)C=O,3 d,Bone marrow,Saline,1.2
drug:DM3911,,GSM1461754|GSM1462176|GSM1462306|GSM1462307|GSM1462308,200 mg/kg,Lead (II) Acetate,,GSE59927,rat,GSM1462011|GSM1462012|GSM1462207,GPL5425,[Pb++].CC([O-])=O.CC([O-])=O,3 d,Spleen,Saline,1.2
drug:DM3910,,GSM1461753|GSM1462202,200 mg/kg,Lead (II) Acetate,,GSE59927,rat,GSM1462008|GSM1462009|GSM1462010,GPL5425,[Pb++].CC([O-])=O.CC([O-])=O,1 d,Spleen,Saline,1.2
drug:DM3913,,GSM1461754|GSM1462176|GSM1462306|GSM1462307|GSM1462308,600 mg/kg,Lead (II) Acetate,,GSE59927,rat,GSM1462067|GSM1462068|GSM1462069,GPL5425,[Pb++].CC([O-])=O.CC([O-])=O,3 d,Spleen,Saline,1.2
drug:DM3912,,GSM1461753|GSM1462202,600 mg/kg,Lead (II) Acetate,,GSE59927,rat,GSM1462013|GSM1462065|GSM1462066,GPL5425,[Pb++].CC([O-])=O.CC([O-])=O,1 d,Spleen,Saline,1.2
drug:DM3915,15347-57-6,GSM1461752|GSM1462116,200 mg/kg,Lead(IV) Acetate,,GSE59927,rat,GSM1462055|GSM1462056|GSM1462057,GPL5425,[Pb++].CC([O-])=O.CC([O-])=O,0.25 d,Spleen,Saline,1.2
drug:DM241,68-12-2,GSM1449220|GSM1449612|GSM1449842|GSM1449883|GSM1449983|GSM1450021|GSM1450154|GSM1450159,140 mg/kg,"N,N-Dimethylformamide",,GSE59927,rat,GSM1449448|GSM1449449|GSM1449697,GPL5425,CN(C)C=O,1 d,Bone marrow,Saline,1.2
drug:DM3917,15347-57-6,GSM1461754|GSM1462176|GSM1462306|GSM1462307|GSM1462308,200 mg/kg,Lead(IV) Acetate,,GSE59927,rat,GSM1462134|GSM1462135|GSM1462203,GPL5425,[Pb++].CC([O-])=O.CC([O-])=O,3 d,Spleen,Saline,1.2
drug:DM3916,15347-57-6,GSM1461753|GSM1462202,200 mg/kg,Lead(IV) Acetate,,GSE59927,rat,GSM1462058|GSM1462059|GSM1462060,GPL5425,[Pb++].CC([O-])=O.CC([O-])=O,1 d,Spleen,Saline,1.2
drug:DM2451,23593-75-1,GSM1456889|GSM1456922|GSM1457134|GSM1457518|GSM1457554|GSM1457594|GSM1457882|GSM1458040|GSM1458084|GSM1459881|GSM1459882|GSM1459883|GSM1460267|GSM1460277|GSM1460280|GSM1460282|GSM1460338|GSM1460417|GSM1460537|GSM1460554|GSM1460826|GSM1460840|GSM1460887|GSM1460949|GSM1460958|GSM1460986|GSM1460988|GSM1461046|GSM1461055|GSM1461070|GSM1461475|GSM1461686,89 mg/kg,Clotrimazole,DB00257,GSE59927,rat,GSM1457983|GSM1458012|GSM1458641,GPL5425,Clc1ccccc1C(n2ccnc2)(c3ccccc3)c4ccccc4,5 d,Liver,Corn Oil,1.2
drug:DM240,68-12-2,GSM1449208|GSM1449512|GSM1449651|GSM1449826|GSM1449882|GSM1450020,140 mg/kg,"N,N-Dimethylformamide",,GSE59927,rat,GSM1449445|GSM1449446|GSM1449447,GPL5425,CN(C)C=O,0.25 d,Bone marrow,Saline,1.2
drug:DM3406,52-67-5,GSM1457246|GSM1457541|GSM1457754|GSM1458129|GSM1458390|GSM1458965|GSM1459039|GSM1459667,100 mg/kg,Penicillamine,DB00859,GSE59927,rat,GSM1458126|GSM1458127|GSM1458765,GPL5425,CC(C)(S)[C@@H](N)C(O)=O,0.25 d,Liver,Water,1.2
drug:DM247,55-18-5,GSM1449220|GSM1449612|GSM1449842|GSM1449883|GSM1449983|GSM1450021|GSM1450154|GSM1450159,1.67 mg/kg,N-Nitrosodiethylamine,,GSE59927,rat,GSM1449884|GSM1449885,GPL5425,CCN(CC)N=O,1 d,Bone marrow,Saline,1.2
drug:DM246,55-18-5,GSM1449208|GSM1449512|GSM1449651|GSM1449826|GSM1449882|GSM1450020,1.67 mg/kg,N-Nitrosodiethylamine,,GSE59927,rat,GSM1449555|GSM1449798,GPL5425,CCN(CC)N=O,0.25 d,Bone marrow,Saline,1.2
drug:DM245,68-12-2,GSM1449253|GSM1449600,1400 mg/kg,"N,N-Dimethylformamide",,GSE59927,rat,GSM1449347|GSM1449348|GSM1449349,GPL5425,CN(C)C=O,5 d,Bone marrow,Saline,1.2
drug:DM244,68-12-2,GSM1449209|GSM1449444|GSM1449513|GSM1449908|GSM1449911|GSM1450155|GSM1450160|GSM1450188,1400 mg/kg,"N,N-Dimethylformamide",,GSE59927,rat,GSM1449346|GSM1449829,GPL5425,CN(C)C=O,3 d,Bone marrow,Saline,1.2
