id,cell_type,ctrl_ids,drug_name,geo_id,organism,pert_ids,platform,version
drug:P4895,Epidermis|keratinocyte|Cells,GSM651310|GSM651320,glucocorticoid|dexamethasone,GSE26487,human,GSM651317|GSM651327,GPL8300,2.0
drug:P3707,"Macrophages, Alveolar|Cells [Chemical/Ingredient]",GSM228444|GSM228445|GSM228446,poly(styrene),GSE8997,mouse,GSM228432|GSM228433|GSM228434|GSM228435,GPL8321,2.0
drug:P2790,Lung|Parathyroid gland|Body tissue|Entire bone (organ),GSM1572171|GSM1572172|GSM1572173,hormone,GSE64485,mouse,GSM1572218|GSM1572219|GSM1572220,GPL6885,2.0
drug:P2795,Parathyroid gland|Body tissue|Entire bone (organ),GSM1572180|GSM1572181|GSM1572182,hormone,GSE64485,mouse,GSM1572177|GSM1572178|GSM1572179,GPL6885,2.0
drug:P2578,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503034|GSM1503066,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503025|GSM1503057,GPL4685,2.0
drug:P2579,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503034|GSM1503066,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503027|GSM1503059,GPL4685,2.0
drug:P2574,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503034|GSM1503066,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503017|GSM1503049,GPL4685,2.0
drug:P2575,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503034|GSM1503066,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503019|GSM1503051,GPL4685,2.0
drug:P2576,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503034|GSM1503066,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503021|GSM1503053,GPL4685,2.0
drug:P2577,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503034|GSM1503066,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503023|GSM1503055,GPL4685,2.0
drug:P2570,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503032|GSM1503064,"4,4'-diaminodiphenylmethane|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503037|GSM1503069,GPL4685,2.0
drug:P2571,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503032|GSM1503064,"4,4'-diaminodiphenylmethane|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503039|GSM1503071,GPL4685,2.0
drug:P2572,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503032|GSM1503064,"4,4'-diaminodiphenylmethane|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503041|GSM1503073,GPL4685,2.0
drug:P2573,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503032|GSM1503064,"4,4'-diaminodiphenylmethane|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503043|GSM1503075,GPL4685,2.0
drug:P3745,Bronchial|Cells [Chemical/Ingredient]|Epithelial Cells,GSM270591|GSM270592|GSM270593|GSM270594,oligonucleotide,GSE10700,human,GSM270547|GSM270548|GSM270549|GSM270550,GPL570,2.0
drug:P3767,Rat Liver|Body tissue|Liver parenchyma|Entire liver,GSM290513|GSM290514,growth hormone,GSE11529,rat,GSM290516|GSM290518|GSM290537|GSM290538,GPL4135,2.0
drug:P3,Cells|Entire spleen|Cells [Chemical/Ingredient],GSM100684|GSM100685|GSM100687|GSM100688|GSM100689|GSM100690|GSM100691|GSM100705|GSM100706|GSM100707|GSM100708,,GSE4476,mouse,GSM100683|GSM100692|GSM100693|GSM100694|GSM100695|GSM100696|GSM100697|GSM100709|GSM100710|GSM100711|GSM100712,GPL3539,2.0
drug:P2,Endothelial Cells|Cells|Media layer,GSM1005596|GSM1005597|GSM1005598,,GSE40960,human,GSM1005599|GSM1005600|GSM1005601,GPL570,2.0
drug:P0,Entire liver|Body tissue|Whole liver,GSM1001158|GSM1001159|GSM1001160|GSM1001161|GSM1001162,carcinogenic agent|phenobarbital,GSE40773,mouse,GSM1001163|GSM1001164|GSM1001165|GSM1001166|GSM1001167,GPL1261,2.0
drug:P5,Adipocytes|Cells|Body tissue|Subcutaneous Fat,GSM1011037|GSM1011038,dimethyl sulfoxide|Insulin,GSE41223,human,GSM1011043|GSM1011044,"[GPL6244, GPL8786]",2.0
drug:P1720,Cultured Cell Line|Colon structure (body structure)|Human body structure|Malignant Epithelial Cell,GSM1253171|GSM1253172,,GSE51811,human,GSM1253147|GSM1253152,GPL10558,2.0
drug:P1920,Cultured Cell Line|T-Lymphocyte|lymphoblast,GSM133012|GSM133014,inhibitor|dimethyl sulfoxide,GSE5716,human,GSM132948|GSM132951,GPL570,2.0
drug:P1921,Cultured Cell Line|T-Lymphocyte|lymphoblast,GSM133012|GSM133014,inhibitor|dimethyl sulfoxide,GSE5716,human,GSM132952|GSM132954,GPL570,2.0
drug:P1599,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230863|GSM1230864|GSM1230865,paclitaxel|eribulin,GSE50831,human,GSM1230869|GSM1230870|GSM1230871,GPL570,2.0
drug:P1598,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230863|GSM1230864|GSM1230865,eribulin|paclitaxel,GSE50831,human,GSM1230866|GSM1230867|GSM1230868,GPL570,2.0
drug:P1925,Cultured Cell Line|T-Lymphocyte|lymphoblast,GSM133015|GSM133017,inhibitor|dimethyl sulfoxide,GSE5716,human,GSM132934|GSM132935,GPL570,2.0
drug:P1595,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230863|GSM1230864|GSM1230865,paclitaxel|eribulin,GSE50831,human,GSM1230842|GSM1230843|GSM1230844,GPL570,2.0
drug:P1593,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230863|GSM1230864|GSM1230865,paclitaxel|eribulin,GSE50831,human,GSM1230833|GSM1230834|GSM1230835,GPL570,2.0
drug:P1179,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,paclitaxel|eribulin,GSE50831,human,GSM1230860|GSM1230861|GSM1230862,GPL570,2.0
drug:P1178,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,eribulin|paclitaxel,GSE50831,human,GSM1230857|GSM1230858|GSM1230859,GPL570,2.0
drug:P1175,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,paclitaxel|eribulin,GSE50831,human,GSM1230833|GSM1230834|GSM1230835,GPL570,2.0
drug:P1174,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,eribulin|paclitaxel,GSE50831,human,GSM1230830|GSM1230831|GSM1230832,GPL570,2.0
drug:P1177,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,paclitaxel|eribulin,GSE50831,human,GSM1230842|GSM1230843|GSM1230844,GPL570,2.0
drug:P1176,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,eribulin|paclitaxel,GSE50831,human,GSM1230839|GSM1230840|GSM1230841,GPL570,2.0
drug:P1171,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,paclitaxel|eribulin,GSE50831,human,GSM1230815|GSM1230816|GSM1230817|GSM1230851|GSM1230852|GSM1230853,GPL570,2.0
drug:P1170,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,eribulin|paclitaxel,GSE50831,human,GSM1230812|GSM1230813|GSM1230814|GSM1230848|GSM1230849|GSM1230850,GPL570,2.0
drug:P1173,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,paclitaxel|eribulin,GSE50831,human,GSM1230824|GSM1230825|GSM1230826,GPL570,2.0
drug:P1172,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230737|GSM1230738|GSM1230739,eribulin|paclitaxel,GSE50831,human,GSM1230821|GSM1230822|GSM1230823,GPL570,2.0
drug:P4422,Liver|Body tissue|Entire liver|Rat Liver,GSM434445|GSM434446|GSM434447|GSM434448|GSM434471|GSM434472|GSM434473|GSM434474|GSM434475,pharmaceutical,GSE17388,rat,GSM434442|GSM434443|GSM434444,GPL85,2.0
drug:P1390,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230791|GSM1230792|GSM1230793,eribulin|paclitaxel,GSE50831,human,GSM1230767|GSM1230768|GSM1230769,GPL570,2.0
drug:P4424,Liver|Body tissue|Entire liver|Rat Liver,GSM434445|GSM434446|GSM434447|GSM434448|GSM434471|GSM434472|GSM434473|GSM434474|GSM434475,pharmaceutical,GSE17388,rat,GSM434462|GSM434463|GSM434464|GSM434465|GSM434466,GPL85,2.0
drug:P4425,Liver|Body tissue|Entire liver|Rat Liver,GSM434445|GSM434446|GSM434447|GSM434448|GSM434471|GSM434472|GSM434473|GSM434474|GSM434475,pharmaceutical,GSE17388,rat,GSM434467|GSM434468|GSM434469|GSM434470,GPL85,2.0
drug:P4426,Hepatocyte|Cells [Chemical/Ingredient],GSM440892|GSM440893|GSM440894,sirolimus|azo group|dye,GSE17662,rat,GSM440895|GSM440896|GSM440897,GPL6101,2.0
drug:P4822,Both kidneys|T10 - Thoracic segmental innervation|Entire liver|Rat Liver,GSM62755|GSM62779,N(6)-(1-carboxyethyl)-L-lysine|ochratoxin A,GSE2852,rat,GSM62736|GSM62743|GSM62768|GSM62769|GSM62770|GSM62772|GSM62792,GPL85,2.0
drug:P1721,Cultured Cell Line|Colon structure (body structure)|Human body structure|Malignant Epithelial Cell,GSM1253171|GSM1253172,,GSE51811,human,GSM1253148|GSM1253153,GPL10558,2.0
drug:P5684,Cells|Cervix Uteri|Epithelial Cells|HeLa Cells|keratinocyte|Body tissue|Organ|Foreskin of penis|Adenocarcinoma Cell|Cells [Chemical/Ingredient],GSM960281|GSM960289|GSM960297,cidofovir(2-),GSE39293,human,GSM960277|GSM960285|GSM960293,GPL570,2.0
drug:P5682,"Cell Line, Transformed|Cells|keratinocyte|Body tissue|Foreskin of penis|Entire skin|Cells [Chemical/Ingredient]",GSM960278|GSM960286|GSM960294,cidofovir(2-),GSE39293,human,GSM960282|GSM960290|GSM960298,GPL570,2.0
drug:P2431,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503012|GSM1503013|GSM1503044|GSM1503045,"4,4'-diaminodiphenylmethane|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503039|GSM1503071,GPL4685,2.0
drug:P2430,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503012|GSM1503013|GSM1503044|GSM1503045,"4,4'-diaminodiphenylmethane|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503037|GSM1503069,GPL4685,2.0
drug:P5680,"Cells [Chemical/Ingredient]|Cell Line, Transformed|Cells|Cervix Uteri|Epithelial Cells|HeLa Cells|keratinocyte|Body tissue|Organ|Entire skin|Adenocarcinoma Cell",GSM960278|GSM960286|GSM960294,cidofovir(2-),GSE39293,human,GSM960277|GSM960285|GSM960293,GPL570,2.0
drug:P2433,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503012|GSM1503013|GSM1503044|GSM1503045,"4,4'-diaminodiphenylmethane|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503043|GSM1503075,GPL4685,2.0
drug:P1799,Cells [Chemical/Ingredient]|Cultured Cell Line|macrophage,GSM1300269|GSM1300270,carbon nanotube|single-walled carbon nanotube|water|oxane,GSE53765,"[human, mouse]",GSM1300271|GSM1300272,"[GPL6244, GPL6246]",2.0
drug:P2432,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503012|GSM1503013|GSM1503044|GSM1503045,"4,4'-diaminodiphenylmethane|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503041|GSM1503073,GPL4685,2.0
drug:P1980,Body tissue|Venous blood substance|whole blood specimen|Fresh Specimen,GSM1338840|GSM1338841|GSM1338842|GSM1338843,donor|messenger RNA|inhibitor,GSE55537,human,GSM1338853|GSM1338854,GPL6244,2.0
drug:P2993,frontal lobe|Hip region structure|Hippocampus (Brain)|Body tissue|Cortex of Organ|Brain region|CNS - Brain (MMHCC),GSM1618528|GSM1618529|GSM1618530|GSM1618531|GSM1618532,"haloperidol|hydridoaluminium|risperidone|Xanthomatosis, Cerebrotendinous",GSE66275,rat,GSM1618533|GSM1618534|GSM1618535|GSM1618536|GSM1618537,GPL1355,2.0
drug:P2435,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503014|GSM1503046,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503019|GSM1503051,GPL4685,2.0
drug:P1892,Cultured Cell Line|T-Lymphocyte|lymphoblast,GSM132966|GSM132988,inhibitor|dimethyl sulfoxide,GSE5716,human,GSM132945|GSM132946,GPL570,2.0
drug:P2865,Parathyroid gland|Body tissue|Entire bone (organ)|Entire liver,GSM1572224|GSM1572225|GSM1572226,hormone,GSE64485,mouse,GSM1572177|GSM1572178|GSM1572179,GPL6885,2.0
drug:P2434,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503014|GSM1503046,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503017|GSM1503049,GPL4685,2.0
drug:P5089,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672304|GSM672305|GSM672306,biomarker,GSE27210,human,GSM672349|GSM672350|GSM672351,GPL570,2.0
drug:P5088,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672304|GSM672305|GSM672306,biomarker,GSE27210,human,GSM672343|GSM672344|GSM672345,GPL570,2.0
drug:P2437,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503014|GSM1503046,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503023|GSM1503055,GPL4685,2.0
drug:P5081,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672304|GSM672305|GSM672306,biomarker,GSE27210,human,GSM672268|GSM672284|GSM672300,GPL570,2.0
drug:P5080,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672304|GSM672305|GSM672306,potassium bromide|biomarker,GSE27210,human,GSM672267|GSM672283|GSM672299,GPL570,2.0
drug:P5083,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672304|GSM672305|GSM672306,potassium bromide|biomarker,GSE27210,human,GSM672270|GSM672286|GSM672302,GPL570,2.0
drug:P2436,Cultured Cell Line|Cells|Entire breast|Cells [Chemical/Ingredient],GSM1503014|GSM1503046,"4,4'-diaminodiphenylmethane|dimethyl sulfoxide|inhibitor|(2Z,3Z)-bis\{amino[(2-aminophenyl)sulfanyl]methylidene\}butanedinitrile",GSE61364,human,GSM1503021|GSM1503053,GPL4685,2.0
drug:P5085,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672304|GSM672305|GSM672306,biomarker,GSE27210,human,GSM672307|GSM672308|GSM672309,GPL570,2.0
drug:P3621,"Ovarian|Cells [Chemical/Ingredient]|Tumor cells, malignant",GSM198910|GSM198911|GSM198912|GSM198913,oxaliplatin|cisplatin|platinum,GSE8057,human,GSM198935|GSM198936|GSM198937|GSM198938,GPL8300,2.0
drug:P5087,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672304|GSM672305|GSM672306,biomarker,GSE27210,human,GSM672334|GSM672335|GSM672336,GPL570,2.0
drug:P5086,Epithelial Cells|Kidney|Cultured Cell Line|Cells|Cells [Chemical/Ingredient],GSM672304|GSM672305|GSM672306,biomarker,GSE27210,human,GSM672316|GSM672317|GSM672318,GPL570,2.0
drug:P149,Urinary Bladder|Cultured Cell Line|Entire cell|HL60|Malignant Epithelial Cell|Cells [Chemical/Ingredient],GSM1022240|GSM1022241,inhibitor,GSE41676,human,GSM1022238|GSM1022239,GPL10558,2.0
drug:P5333,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823044|GSM823045|GSM823046,,GSE33264,human,GSM823059|GSM823060|GSM823061,GPL4133,2.0
drug:P5332,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823044|GSM823045|GSM823046,,GSE33264,human,GSM823053|GSM823054|GSM823055,GPL4133,2.0
drug:P5331,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823044|GSM823045|GSM823046,,GSE33264,human,GSM823050|GSM823051|GSM823052,GPL4133,2.0
drug:P5330,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823044|GSM823045|GSM823046,,GSE33264,human,GSM823047|GSM823048|GSM823049,GPL4133,2.0
drug:P5337,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823044|GSM823045|GSM823046,,GSE33264,human,GSM823074|GSM823075|GSM823076,GPL4133,2.0
drug:P5336,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823044|GSM823045|GSM823046,,GSE33264,human,GSM823071|GSM823072|GSM823073|GSM823080,GPL4133,2.0
drug:P5335,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823044|GSM823045|GSM823046,,GSE33264,human,GSM823065|GSM823066|GSM823067,GPL4133,2.0
drug:P5334,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823044|GSM823045|GSM823046,,GSE33264,human,GSM823062|GSM823063|GSM823064,GPL4133,2.0
drug:P5339,Cells [Chemical/Ingredient],GSM823414|GSM823415|GSM823416,estrogen,GSE33287,human,GSM823417|GSM823418|GSM823419,GPL10558,2.0
drug:P5338,Cultured Cell Line|Cells [Chemical/Ingredient],GSM823044|GSM823045|GSM823046,,GSE33264,human,GSM823077|GSM823078|GSM823079,GPL4133,2.0
drug:P5485,Cells [Chemical/Ingredient]|Cultured Cell Line,GSM852236|GSM852237|GSM852238,dimethyl sulfoxide,GSE34635,human,GSM852239|GSM852240|GSM852241|GSM852248|GSM852249|GSM852250,GPL570,2.0
drug:P5484,"Cultured Cell Line|Tumor cells, malignant",GSM848602|GSM848603|GSM848604,(R)-noradrenaline,GSE34405,human,GSM848605|GSM848606|GSM848607,GPL96,2.0
drug:P1374,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230782|GSM1230783|GSM1230784,eribulin|paclitaxel,GSE50831,human,GSM1230884|GSM1230885|GSM1230886,GPL570,2.0
drug:P3568,"Colon structure (body structure)|Hematopoietic stem cells|Lung|Pancreas|Body tissue|Ovarian|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant|Stroma|Entire breast",GSM1905679|GSM1905680|GSM1905681,antagonist,GSE73906,human,GSM1905658|GSM1905659|GSM1905660|GSM1905670|GSM1905671|GSM1905672|GSM1905676|GSM1905677|GSM1905678,GPL570,2.0
drug:P3569,Entire breast|Cultured Cell Line,GSM1906320|GSM1906321|GSM1906322,"dimethyl sulfoxide|4,4'-diaminodiphenylmethane|inhibitor|everolimus|mTOR inhibitor|PARP-1",GSE73923,human,GSM1906323|GSM1906324|GSM1906325,GPL10558,2.0
drug:P5487,Cells [Chemical/Ingredient]|Cultured Cell Line,GSM852236|GSM852237|GSM852238,dimethyl sulfoxide,GSE34635,human,GSM852254|GSM852255|GSM852256,GPL570,2.0
drug:P4407,Body tissue|Entire spleen,GSM432464|GSM432466|GSM432468|GSM432470,baclofen,GSE17266,mouse,GSM432473|GSM432475|GSM432477|GSM432479|GSM432480|GSM432481|GSM432482|GSM432483,GPL1261,2.0
drug:P3560,"Liver parenchyma|Entire liver|Body tissue|Hepatic|Tumor cells, malignant",GSM1896039|GSM1896040|GSM1896041,N-nitrosodiethylamine,GSE73498,rat,GSM1896042|GSM1896043|GSM1896044,GPL1355,2.0
drug:P3561,"Liver parenchyma|Entire liver|Body tissue|Hepatic|Tumor cells, malignant",GSM1896039|GSM1896040|GSM1896041,N-nitrosodiethylamine,GSE73498,rat,GSM1896045|GSM1896046|GSM1896047,GPL1355,2.0
drug:P1636,"Cultured Cell Line|Cells|Ovarian|Tumor cells, malignant",GSM1230872|GSM1230873|GSM1230874,eribulin|paclitaxel,GSE50831,human,GSM1230866|GSM1230867|GSM1230868,GPL570,2.0
drug:P3563,"Liver parenchyma|Entire liver|Body tissue|Hepatic|Tumor cells, malignant",GSM1896039|GSM1896040|GSM1896041,N-nitrosodiethylamine,GSE73498,rat,GSM1896051|GSM1896052|GSM1896053,GPL1355,2.0
drug:P3564,"Liver parenchyma|Entire liver|Body tissue|Hepatic|Tumor cells, malignant",GSM1896039|GSM1896040|GSM1896041,N-nitrosodiethylamine,GSE73498,rat,GSM1896054|GSM1896055|GSM1896056,GPL1355,2.0
drug:P3565,"Colon structure (body structure)|Hematopoietic stem cells|Lung|Pancreas|Body tissue|Ovarian|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant|Stroma|Entire breast",GSM1905655|GSM1905656|GSM1905657,antagonist,GSE73906,human,GSM1905658|GSM1905659|GSM1905660|GSM1905670|GSM1905671|GSM1905672|GSM1905676|GSM1905677|GSM1905678,GPL570,2.0
drug:P3566,"Colon structure (body structure)|Hematopoietic stem cells|Lung|Pancreas|Body tissue|Ovarian|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant|Stroma|Entire breast",GSM1905667|GSM1905668|GSM1905669,antagonist,GSE73906,human,GSM1905658|GSM1905659|GSM1905660|GSM1905670|GSM1905671|GSM1905672|GSM1905676|GSM1905677|GSM1905678,GPL570,2.0
drug:P3567,"Colon structure (body structure)|Hematopoietic stem cells|Lung|Pancreas|Body tissue|Ovarian|Tumor cells, malignant|Tumor cells, uncertain whether benign or malignant|Stroma|Entire breast",GSM1905673|GSM1905674|GSM1905675,antagonist,GSE73906,human,GSM1905658|GSM1905659|GSM1905660|GSM1905670|GSM1905671|GSM1905672|GSM1905676|GSM1905677|GSM1905678,GPL570,2.0
drug:P816,Body tissue|Entire liver|Mouse Liver,GSM1229245|GSM1229246|GSM1229247|GSM1229248|GSM1229249|GSM1229250|GSM1229251|GSM1229252,,GSE50789,mouse,GSM1229253|GSM1229254|GSM1229255|GSM1229256|GSM1229257|GSM1229258|GSM1229259|GSM1229260,GPL1261,2.0
drug:P817,Body tissue|Entire liver|Mouse Liver,GSM1229245|GSM1229246|GSM1229247|GSM1229248|GSM1229249|GSM1229250|GSM1229251|GSM1229252,,GSE50789,mouse,GSM1229269|GSM1229270|GSM1229271|GSM1229272|GSM1229273|GSM1229274|GSM1229275|GSM1229276,GPL1261,2.0
drug:P814,"Cultured Cell Line|Body tissue|Tumor cells, malignant|Entire cell|Cells [Chemical/Ingredient]",GSM1226554|GSM1226555|GSM1226556|GSM1226557,hormone|ethanol|17beta-estradiol|tamoxifen|estrogen,GSE50694,human,GSM1226550|GSM1226551|GSM1226552|GSM1226553,GPL571,2.0
drug:P815,"Cultured Cell Line|Body tissue|Tumor cells, malignant|Entire cell|Cells [Chemical/Ingredient]",GSM1226554|GSM1226555|GSM1226556|GSM1226557,hormone|ethanol|17beta-estradiol|tamoxifen|estrogen,GSE50694,human,GSM1226558|GSM1226559|GSM1226560|GSM1226561,GPL571,2.0
drug:P812,"Cultured Cell Line|Body tissue|Tumor cells, malignant|Entire cell|Cells [Chemical/Ingredient]",GSM1226546|GSM1226547|GSM1226548|GSM1226549,hormone|ethanol|17beta-estradiol|tamoxifen|estrogen,GSE50694,human,GSM1226550|GSM1226551|GSM1226552|GSM1226553,GPL571,2.0
drug:P813,"Cultured Cell Line|Body tissue|Tumor cells, malignant|Entire cell|Cells [Chemical/Ingredient]",GSM1226546|GSM1226547|GSM1226548|GSM1226549,hormone|ethanol|17beta-estradiol|tamoxifen|estrogen,GSE50694,human,GSM1226558|GSM1226559|GSM1226560|GSM1226561,GPL571,2.0
drug:P810,"Cultured Cell Line|Body tissue|Tumor cells, malignant|Entire cell|Cells [Chemical/Ingredient]",GSM1226534|GSM1226535|GSM1226536|GSM1226537,hormone|ethanol|17beta-estradiol|tamoxifen|estrogen,GSE50693,human,GSM1226530|GSM1226531|GSM1226532|GSM1226533,GPL571,2.0
drug:P811,"Cultured Cell Line|Body tissue|Tumor cells, malignant|Entire cell|Cells [Chemical/Ingredient]",GSM1226534|GSM1226535|GSM1226536|GSM1226537,hormone|ethanol|17beta-estradiol|tamoxifen|estrogen,GSE50693,human,GSM1226538|GSM1226539|GSM1226540|GSM1226541,GPL571,2.0
drug:P818,Body tissue|Entire liver|Mouse Liver,GSM1229245|GSM1229246|GSM1229247|GSM1229248|GSM1229249|GSM1229250|GSM1229251|GSM1229252,,GSE50789,mouse,GSM1229285|GSM1229286|GSM1229287|GSM1229288|GSM1229289|GSM1229290|GSM1229291|GSM1229292,GPL1261,2.0
drug:P819,Body tissue|Entire liver|Mouse Liver,GSM1229245|GSM1229246|GSM1229247|GSM1229248|GSM1229249|GSM1229250|GSM1229251|GSM1229252,cobamide,GSE50789,mouse,GSM1229301|GSM1229302|GSM1229303|GSM1229304|GSM1229305|GSM1229306|GSM1229307|GSM1229308,GPL1261,2.0
drug:P5483,"Cultured Cell Line|Tumor cells, malignant",GSM848602|GSM848603|GSM848604,(R)-noradrenaline,GSE34405,human,GSM848599|GSM848600|GSM848601,GPL96,2.0
drug:P5539,Hippocampus (Brain)|Body tissue,GSM884898|GSM884899|GSM884900|GSM884901|GSM884902|GSM884903|GSM884904|GSM884905,inhibitor|protein polypeptide chain,GSE36237,mouse,GSM884874|GSM884875|GSM884876|GSM884877|GSM884878|GSM884879|GSM884880|GSM884881,GPL1261,2.0
