gene	GSM5632354	GSM5632355	GSM5632356	GSM5632357	GSM5632358	GSM5632359	GSM5632360	GSM5632361	GSM5632362	GSM5632363	GSM5632364	GSM5632365
LOC103691270	1	1	3	0	3	0	2	0	0	1	1	3
LOC103691272	3	0	0	0	4	0	2	2	4	2	2	3
LOC103691273	7	2	5	1	5	1	3	1	2	2	3	1
LOC103691274	2	1	7	3	3	4	0	3	2	4	3	4
LOC103691275	1	0	2	0	0	0	0	1	0	1	0	0
LOC103691276	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691277	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691278	2	0	1	1	3	1	1	0	0	6	4	2
LOC103691279	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691280	10	7	13	5	8	2	4	13	20	13	27	15
LOC103691282	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691283	7	8	8	3	16	8	2	2	5	5	14	5
LOC103691284	1	0	1	0	1	0	1	3	2	2	3	1
LOC103691285	234	144	197	108	102	110	82	109	168	122	161	206
LOC103691286	33	6	13	8	4	8	10	8	21	18	13	18
LOC103691287	0	0	6	1	0	0	1	1	0	0	3	3
LOC103691289	0	0	0	0	0	0	0	0	0	0	0	1
LOC103691290	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691293	0	0	0	0	0	0	0	0	0	0	1	0
LOC103691294	6	1	6	2	5	3	3	4	5	11	14	7
LOC103691295	20	5	10	3	12	4	12	12	27	23	16	27
LOC103691296	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691299	3	0	1	1	0	1	0	0	0	0	0	0
LOC103691301	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691302	7	4	7	8	2	1	8	1	4	3	7	5
LOC103691305	1	0	0	0	0	0	0	0	0	0	0	0
LOC103691306	0	0	0	0	0	0	0	0	0	0	0	1
LOC103691309	0	0	2	0	2	1	1	8	5	0	5	4
LOC103691310	91	18	72	31	46	31	30	32	61	48	71	82
LOC103691311	106	47	36	68	57	24	67	53	53	76	76	38
LOC103691312	8	6	9	15	16	9	3	14	23	3	11	10
LOC103691314	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691315	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691316	1	0	0	1	0	0	0	0	0	0	0	1
LOC103691317	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691320	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691322	2	0	1	0	0	0	1	3	3	1	3	1
LOC103691324	7	1	4	4	2	1	3	1	5	0	1	0
LOC103691325	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691326	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691327	2	0	0	1	1	1	0	1	3	2	0	1
LOC103691328	15	2	14	2	5	6	1	12	14	3	14	15
LOC103691329	1	0	0	0	0	0	0	0	0	0	0	0
LOC103691330	0	0	0	0	0	0	0	0	1	0	0	0
LOC103691331	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691332	1	0	0	0	0	1	0	0	0	1	2	0
LOC103691333	5	2	1	2	1	2	2	0	3	4	3	2
LOC103691334	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691335	4	0	1	0	0	2	0	2	0	1	0	5
LOC103691336	5	2	1	1	4	1	1	5	2	1	4	4
LOC103691337	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691338	0	0	0	0	0	0	1	1	0	0	0	2
LOC103691339	2	0	0	0	0	0	0	0	2	0	0	0
LOC103691340	0	0	0	0	0	0	1	0	0	1	0	0
LOC103691343	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691345	0	0	0	0	1	0	0	0	0	0	0	1
LOC103691346	6	1	0	0	1	1	1	1	3	1	0	6
LOC103691348	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691349	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691350	2	0	1	0	3	2	3	0	0	1	0	1
LOC103691351	23	4	17	11	6	10	6	8	17	16	20	18
LOC103691352	0	2	0	0	2	0	0	1	1	0	3	1
LOC103691353	29	2	9	11	25	16	5	11	14	15	11	23
LOC103691354	0	0	0	0	1	0	0	0	0	0	0	0
LOC103691355	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691356	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691357	58	30	51	23	61	24	40	45	44	42	74	56
LOC103691358	0	0	0	0	1	0	2	0	0	0	0	0
LOC103691359	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691360	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691361	0	0	0	0	0	0	0	0	0	0	1	0
LOC103691362	0	0	0	1	0	1	0	0	0	0	0	2
LOC103691363	1	0	0	1	0	1	3	3	3	1	1	0
LOC103691364	0	0	0	0	0	1	0	0	0	0	0	0
LOC103691365	3	0	0	0	1	0	0	0	0	0	0	0
LOC103691366	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691367	40	15	31	11	30	15	16	19	25	20	29	38
LOC103691368	0	3	0	4	4	2	2	3	10	2	6	9
LOC103691369	1	1	6	0	1	0	1	1	1	0	1	0
LOC103691370	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691371	0	0	0	0	0	0	0	0	1	0	0	0
LOC103691372	0	0	0	0	0	1	0	0	2	0	0	1
LOC103691374	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691375	9	4	8	6	11	3	5	2	14	2	8	13
LOC103691376	0	0	0	0	2	1	0	1	0	0	0	0
LOC103691377	64	28	69	31	53	21	35	46	87	36	81	99
LOC103691378	30	10	21	6	2	2	4	10	10	20	19	16
LOC103691379	12	2	6	0	15	2	7	7	6	5	3	2
LOC103691380	1	0	0	0	0	0	0	0	0	0	0	0
LOC103691381	1	0	2	0	1	0	0	0	0	0	0	1
LOC103691382	2	1	2	10	10	3	2	12	7	3	9	7
LOC103691383	0	0	0	0	1	0	0	1	0	0	2	1
LOC103691385	0	1	0	0	0	0	0	0	0	0	0	0
LOC103691386	0	0	1	0	0	0	0	0	1	0	0	0
LOC103691387	0	0	0	0	0	0	1	0	1	0	0	0
LOC103691388	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691389	0	0	0	0	0	0	0	1	0	0	0	0
LOC103691390	1	0	1	1	0	1	0	0	0	0	0	1
LOC103691391	5	4	10	2	5	3	3	6	3	1	4	5
LOC103691392	15	11	10	5	18	7	2	8	14	6	19	8
LOC103691393	0	0	0	0	0	0	0	0	0	0	0	2
LOC103691394	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691395	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691396	1	0	0	0	0	0	0	0	0	0	0	0
LOC103691397	11	2	27	12	6	11	7	7	17	10	17	15
LOC103691399	0	3	1	0	0	0	0	2	0	0	1	1
LOC103691401	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691402	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691405	2	0	1	1	1	0	0	1	4	0	0	0
LOC103691407	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691408	0	0	3	0	0	0	0	0	0	0	0	1
LOC103691410	0	0	0	0	0	0	0	0	0	1	0	0
LOC103691411	2	1	1	0	1	0	1	0	0	3	2	1
LOC103691412	15	2	12	4	12	4	6	16	6	5	22	14
LOC103691413	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691414	12	6	21	13	16	8	8	9	8	15	17	18
LOC103691415	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691416	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691417	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691418	1	1	2	0	2	0	2	3	2	0	4	3
LOC103691419	2	2	1	0	3	1	1	2	1	0	4	7
LOC103691420	2	0	1	1	0	0	0	6	0	0	3	2
LOC103691421	0	0	0	0	0	2	0	0	2	1	2	0
LOC103691422	1	0	4	1	0	0	1	0	1	0	2	1
LOC103691426	0	0	0	0	2	0	0	0	0	0	1	0
LOC103691427	0	0	0	2	0	1	0	0	0	0	0	0
LOC103691428	0	1	2	0	0	1	0	2	1	1	1	4
LOC103691430	3	0	3	2	2	0	4	5	5	0	4	1
LOC103691432	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691433	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691434	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691435	0	0	0	0	1	0	0	0	0	0	0	0
LOC103691436	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691437	0	0	0	0	0	0	0	0	0	0	1	0
LOC103691438	0	1	0	0	0	0	0	1	0	0	0	0
LOC103691439	0	0	1	0	0	0	0	0	0	0	0	0
LOC103691440	1	4	4	0	4	2	3	1	5	2	0	0
LOC103691441	0	0	0	0	0	0	0	0	0	0	0	1
LOC103691442	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691443	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691444	0	0	0	0	0	0	0	0	0	1	0	0
LOC103691445	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691446	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691448	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691449	3	0	1	0	0	0	0	0	0	0	0	0
LOC103691451	2	1	5	2	0	1	2	0	4	2	1	3
LOC103691452	1	2	4	3	0	5	3	2	8	2	3	4
LOC103691455	4	1	3	1	0	0	0	2	1	4	2	4
LOC103691456	3	0	0	1	2	0	0	0	2	2	1	3
LOC103691457	1	0	0	1	0	0	0	0	0	0	0	0
LOC103691458	3	0	0	0	3	1	2	3	4	2	2	4
LOC103691459	0	0	0	0	0	0	0	1	0	0	0	0
LOC103691460	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691461	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691463	4	0	0	0	1	0	0	0	0	0	0	0
LOC103691467	1	0	0	0	1	0	0	2	1	0	2	0
LOC103691468	11	6	14	2	8	3	2	10	10	1	8	13
LOC103691469	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691470	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691471	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691472	0	0	0	0	0	0	1	0	1	0	0	0
LOC103691475	1	1	1	0	1	0	0	1	0	0	0	0
LOC103691476	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691477	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691478	5	0	7	4	0	1	0	0	1	0	3	3
LOC103691479	795	401	746	434	465	398	237	269	420	326	447	471
LOC103691480	0	0	0	0	2	1	0	0	0	0	2	0
LOC103691481	0	0	0	0	1	0	0	0	2	0	0	0
LOC103691482	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691483	2	3	6	0	0	0	0	1	0	0	1	2
LOC103691485	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691486	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691487	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691488	3	1	2	0	6	3	6	3	6	4	3	7
LOC103691490	2	1	4	5	8	5	1	7	10	1	9	5
LOC103691494	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691495	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691498	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691501	129	49	92	57	72	27	47	65	101	95	120	104
LOC103691503	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691504	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691505	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691506	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691507	3	0	1	0	0	9	1	1	0	3	0	4
LOC103691510	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691511	1	0	2	2	1	3	1	1	1	0	5	2
LOC103691512	4	1	4	1	1	0	1	3	1	1	9	2
LOC103691513	0	0	0	0	0	0	0	0	0	0	0	1
LOC103691515	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691516	0	0	1	0	1	0	1	0	0	0	0	1
LOC103691517	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691522	1	0	2	0	0	0	0	0	0	0	1	1
LOC103691523	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691524	1	0	1	0	0	0	0	0	0	0	4	1
LOC103691525	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691526	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691527	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691528	0	2	0	0	0	0	0	0	0	0	0	0
LOC103691530	1	0	0	0	0	0	6	1	0	0	0	1
LOC103691531	1	0	1	0	0	0	2	0	0	0	1	0
LOC103691533	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691537	0	0	2	0	4	1	2	0	5	1	0	0
LOC103691538	2	0	2	0	1	0	0	0	0	0	0	0
LOC103691539	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691540	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691543	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691544	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691545	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691546	8	4	8	9	6	1	3	4	3	3	7	3
LOC103691547	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691549	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691550	0	0	0	0	0	1	0	0	1	0	0	0
LOC103691551	0	0	0	0	0	1	0	0	0	0	0	0
LOC103691552	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691553	8	5	10	2	7	6	2	8	5	11	7	3
LOC103691554	0	0	0	0	1	0	0	0	0	0	0	0
LOC103691555	2	5	2	1	2	4	2	1	3	3	2	3
LOC103691556	0	0	0	0	0	0	0	1	0	0	2	0
LOC103691558	126	39	109	42	50	41	43	51	87	91	107	80
LOC103691559	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691560	2	0	0	1	3	0	0	1	1	1	0	2
LOC103691564	39	14	19	22	21	26	7	13	23	20	22	18
LOC103691565	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691566	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691568	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691569	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691570	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691571	0	0	1	2	1	0	0	0	0	1	2	0
LOC103691572	2	3	2	0	1	1	0	1	2	2	2	2
LOC103691573	1	0	3	0	1	0	3	0	3	2	0	2
LOC103691574	1	1	0	0	0	2	0	1	0	0	1	1
LOC103691575	1	0	0	0	0	0	0	0	0	0	0	0
LOC103691576	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691577	2	0	1	1	1	1	2	0	2	0	0	0
LOC103691579	0	0	0	1	0	0	0	0	0	0	0	0
LOC103691580	26	2	26	5	22	4	14	9	13	9	27	19
LOC103691582	14	6	12	5	14	8	6	19	10	6	15	16
LOC103691584	3	1	2	4	3	3	6	2	4	2	11	8
LOC103691585	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691586	2	2	2	0	1	0	0	0	3	0	0	1
LOC103691587	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691588	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691589	0	0	3	1	1	1	1	0	1	4	0	0
LOC103691590	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691591	1	0	2	0	1	1	0	0	1	1	0	3
LOC103691592	1	0	0	0	0	2	0	0	0	2	1	0
LOC103691594	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691595	8	0	3	1	1	4	2	3	3	5	6	1
LOC103691597	24	7	12	7	15	5	8	12	24	17	28	17
LOC103691599	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691600	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691601	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691602	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691604	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691607	0	0	0	0	2	0	0	0	0	0	0	0
LOC103691608	0	0	1	0	1	0	0	0	0	0	0	0
LOC103691610	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691612	0	0	0	1	0	1	0	0	0	0	0	1
LOC103691613	0	0	0	0	0	0	0	1	0	0	0	0
LOC103691616	3	0	4	0	1	0	0	1	0	0	0	0
LOC103691617	1	0	0	0	0	0	0	0	0	0	1	0
LOC103691618	187	105	132	56	90	48	55	55	125	86	118	135
LOC103691619	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691620	0	0	0	0	0	0	0	2	0	0	0	1
LOC103691621	48	23	52	18	39	17	28	44	61	43	87	87
LOC103691622	1	0	2	1	1	1	1	3	5	2	1	1
LOC103691624	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691626	0	7	2	0	0	0	0	0	0	2	3	0
LOC103691627	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691628	0	0	0	0	0	0	0	0	0	0	0	1
LOC103691629	2	5	13	0	0	0	0	0	0	0	1	6
LOC103691630	1	3	0	0	0	0	0	0	0	1	0	0
LOC103691631	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691632	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691633	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691634	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691635	0	0	0	0	1	0	0	0	0	0	0	1
LOC103691636	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691640	4	6	2	2	4	2	3	4	6	2	7	5
LOC103691641	510	304	450	236	331	209	248	224	334	317	404	451
LOC103691643	0	1	0	0	2	1	0	0	0	0	4	0
LOC103691644	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691645	0	0	3	1	0	1	0	0	0	0	0	0
LOC103691647	0	0	0	0	0	0	0	1	0	2	0	0
LOC103691649	18	4	37	11	6	9	5	6	17	27	18	25
LOC103691651	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691652	5	4	1	10	4	3	2	0	5	6	2	8
LOC103691654	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691656	0	2	0	0	0	0	0	0	0	0	0	0
LOC103691657	0	0	0	1	1	0	0	0	0	0	0	0
LOC103691658	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691660	0	0	0	0	0	0	1	0	1	2	2	3
LOC103691661	1	1	4	0	1	1	1	0	2	0	4	0
LOC103691662	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691663	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691665	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691668	6	0	3	1	5	0	2	3	1	10	6	3
LOC103691669	2	0	5	1	0	1	2	0	0	0	1	0
LOC103691670	3	1	0	1	3	2	0	8	4	2	4	4
LOC103691671	1	0	0	1	0	0	0	0	1	0	0	0
LOC103691672	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691679	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691680	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691681	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691684	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691685	0	0	0	0	0	0	1	0	0	0	0	0
LOC103691686	0	0	0	0	0	0	0	0	3	0	0	0
LOC103691687	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691688	570	319	541	213	311	215	232	310	415	301	522	512
LOC103691689	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691690	0	0	0	1	2	0	0	3	4	4	3	7
LOC103691691	0	0	1	0	0	0	0	0	0	0	0	0
LOC103691692	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691693	1	1	0	0	0	0	0	1	1	1	0	1
LOC103691694	14	4	17	14	13	13	13	7	32	14	21	14
LOC103691695	35	17	39	18	32	18	11	16	27	25	23	33
LOC103691698	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691699	0	2	2	1	0	0	1	0	0	0	3	0
LOC103691702	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691704	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691705	2	0	0	0	0	2	2	3	7	2	3	0
LOC103691706	0	0	1	0	2	0	0	0	0	1	1	1
LOC103691707	0	0	0	0	0	0	0	4	2	0	1	0
LOC103691708	1	0	0	1	0	1	0	0	0	1	1	0
LOC103691709	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691710	0	0	0	0	1	0	0	0	0	1	1	0
LOC103691711	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691712	43	22	26	22	20	8	18	28	28	25	37	36
LOC103691713	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691714	0	0	0	0	2	0	0	0	0	0	0	0
LOC103691715	0	0	0	0	0	0	1	0	0	0	0	2
LOC103691716	0	0	0	0	0	0	0	0	0	1	0	1
LOC103691717	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691719	0	0	0	1	0	0	0	1	2	1	0	1
LOC103691720	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691721	4	0	4	4	3	0	4	4	1	2	2	2
LOC103691722	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691723	1	0	0	1	0	0	0	0	2	1	0	0
LOC103691724	1	0	0	0	0	0	0	0	0	0	0	0
LOC103691725	17	3	21	2	2	2	3	0	4	3	3	6
LOC103691726	5	0	0	0	0	0	0	4	2	0	2	1
LOC103691727	6	5	1	3	10	3	8	4	7	5	5	3
LOC103691728	0	0	0	0	0	0	0	1	0	2	0	0
LOC103691729	0	0	1	0	0	0	0	0	0	0	1	0
LOC103691730	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691731	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691735	1	0	0	0	0	0	0	1	0	0	0	0
LOC103691738	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691739	0	0	2	0	1	0	1	1	0	2	0	0
LOC103691740	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691741	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691742	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691743	0	0	0	0	0	0	0	1	0	0	0	0
LOC103691744	4	2	0	1	2	1	0	2	2	0	1	1
LOC103691745	7	9	7	4	3	4	3	10	3	3	8	5
LOC103691746	0	0	0	0	0	0	0	0	0	2	0	0
LOC103691747	33	12	40	16	33	14	24	23	42	33	55	65
LOC103691748	1	1	0	0	2	2	0	0	0	1	1	0
LOC103691749	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691751	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691752	12	8	13	1	4	3	4	1	14	6	11	11
LOC103691753	7	2	6	2	6	2	5	7	11	1	6	12
LOC103691754	24	10	13	13	16	4	14	16	18	13	32	18
LOC103691756	0	0	0	0	0	0	0	1	0	0	0	0
LOC103691757	0	0	0	0	0	0	0	0	1	0	0	3
LOC103691758	0	0	0	1	0	0	0	2	0	2	0	2
LOC103691759	15	3	16	8	10	6	8	4	11	8	10	21
LOC103691760	1	0	0	0	0	0	0	0	1	0	0	1
LOC103691765	4	1	5	1	0	4	1	1	2	2	3	0
LOC103691766	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691767	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691768	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691769	0	0	0	0	0	0	0	1	0	0	0	0
LOC103691770	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691771	1	1	0	0	0	0	0	0	0	0	0	1
LOC103691774	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691775	3	1	0	5	3	0	1	0	3	3	9	4
LOC103691776	2	0	1	0	1	0	2	0	0	0	0	0
LOC103691777	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691778	0	0	0	2	1	0	2	0	0	0	0	1
LOC103691779	1	0	0	0	0	0	0	0	1	0	1	0
LOC103691780	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691781	1	0	0	1	0	0	0	0	0	2	0	0
LOC103691782	1	0	0	0	0	0	0	0	0	0	0	1
LOC103691784	41	10	54	20	33	22	27	24	63	31	37	46
LOC103691785	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691787	0	0	0	0	1	0	0	0	0	0	0	0
LOC103691790	24	5	15	8	21	12	15	19	17	14	15	24
LOC103691793	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691794	4	1	2	0	0	1	0	2	4	2	2	1
LOC103691795	0	0	0	0	1	1	1	1	1	0	0	0
LOC103691796	0	0	3	1	0	0	0	0	0	0	0	0
LOC103691797	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691806	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691808	1	1	0	2	0	1	2	1	3	0	0	1
LOC103691810	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691812	38	14	35	23	21	13	22	18	28	15	23	50
LOC103691813	4	3	1	0	0	1	0	0	2	1	3	4
LOC103691814	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691815	0	0	0	0	0	0	1	0	0	2	0	0
LOC103691816	0	0	0	0	0	0	2	0	0	0	0	0
LOC103691817	0	0	0	0	0	0	1	1	0	0	0	0
LOC103691818	0	1	2	1	0	0	0	0	0	0	2	0
LOC103691820	3	0	0	2	0	1	2	4	1	1	0	0
LOC103691822	5	2	11	2	5	2	3	6	2	2	6	7
LOC103691824	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691825	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691826	0	0	0	0	0	0	0	0	0	2	0	0
LOC103691827	126	14	84	86	144	57	64	126	132	104	141	133
LOC103691828	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691829	0	0	0	0	1	0	0	0	0	0	0	0
LOC103691830	5	4	12	6	6	7	4	6	10	2	6	8
LOC103691832	2	1	1	1	1	1	2	5	12	7	4	7
LOC103691833	0	0	0	0	0	0	0	1	1	2	2	0
LOC103691834	4	0	1	1	1	1	1	0	0	1	3	6
LOC103691835	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691836	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691837	0	0	0	0	0	0	2	0	1	0	2	0
LOC103691838	103	39	66	66	84	50	75	113	98	92	124	98
LOC103691841	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691842	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691843	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691844	3	0	4	1	1	0	0	0	2	0	1	3
LOC103691845	15	4	5	6	5	5	4	1	1	6	3	14
LOC103691846	2	1	1	0	4	1	2	0	2	1	1	0
LOC103691847	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691848	22	7	20	5	4	14	9	8	20	15	14	15
LOC103691849	0	2	3	2	1	1	1	1	0	1	0	1
LOC103691850	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691851	1	0	0	0	0	1	0	1	0	0	1	0
LOC103691853	6	12	7	3	6	2	4	5	12	7	10	9
LOC103691854	0	0	0	0	1	0	0	0	0	0	0	0
LOC103691855	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691856	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691858	0	0	0	0	0	0	0	0	0	0	1	0
LOC103691859	0	0	0	0	1	0	0	0	0	0	0	0
LOC103691860	9	3	5	1	1	2	2	5	1	4	1	7
LOC103691861	0	0	0	0	0	0	1	0	0	0	0	0
LOC103691862	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691863	0	0	1	0	0	0	0	0	0	0	0	1
LOC103691864	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691865	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691866	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691867	1	2	0	0	0	0	0	0	1	0	0	2
LOC103691868	24	5	16	11	24	15	7	13	32	24	19	19
LOC103691869	0	0	0	0	0	0	0	0	0	0	0	0
LOC103691870	12	5	18	3	9	9	2	4	5	11	14	34
LOC103691871	27	22	27	6	6	3	1	6	8	18	19	25
