Geneid	GSM4081445	GSM4081446	GSM4081447	GSM4081448	GSM4081449	GSM4081450	GSM4081451	GSM4081452	GSM4081453	GSM4081442	GSM4081443	GSM4081444
OST4	1048	1152	1137	1036	1092	1398	1068	1153	1001	970	957	923
EMILIN1	36	31	31	43	29	47	28	32	27	29	18	26
KHK	155	173	174	176	210	195	183	190	170	187	163	136
CGREF1	1	1	1	1	2	2	0	2	2	2	0	0
ABHD1	10	11	12	8	7	5	11	11	9	13	7	9
PREB	1632	1824	1776	1890	1891	2232	1882	1841	1719	1809	1522	1635
PRR30	0	0	0	0	0	0	0	0	0	0	0	0
TCF23	0	0	0	0	0	0	0	0	0	1	0	0
SLC5A6	1360	1444	1370	1462	1622	1943	1432	1370	1338	1273	1222	1222
ATRAID	2071	2464	2262	1910	1934	2693	2254	2151	1962	1927	1836	1754
CAD	2893	3036	2863	3088	3484	4239	3685	3329	3135	3625	3024	2988
SLC30A3	3	4	3	3	5	6	7	7	4	8	1	2
DNAJC5G	2	1	1	2	0	0	2	1	1	0	1	0
TRIM54	4	9	8	13	10	16	5	2	9	8	9	3
UCN	12	9	16	13	12	20	12	12	10	13	13	17
MPV17	317	369	352	327	298	400	304	260	278	259	251	245
GTF3C2	896	1059	968	1043	1094	1269	1260	1149	1104	1073	1047	1039
GTF3C2-AS1	0	0	2	0	1	1	0	1	1	0	0	2
EIF2B4	1005	1132	951	1164	1220	1455	1135	1107	1025	1151	1079	1012
SNX17	2973	3168	3083	2669	2904	3651	3267	3104	2997	2735	2658	2490
ZNF513	32	39	21	30	34	40	42	52	42	33	31	43
PPM1G	4603	5175	4815	5171	5742	7106	6129	5709	5712	5512	5257	5013
FTH1P3	434	619	537	751	591	859	434	355	384	571	139	580
NRBP1	3185	3515	3379	3203	3457	4632	4096	3897	3597	3750	3453	3461
KRTCAP3	1	4	2	2	3	7	6	4	1	4	6	4
IFT172	431	472	395	443	448	628	597	474	455	448	418	395
FNDC4	61	76	61	47	46	86	105	110	83	72	86	84
GCKR	1	0	0	1	6	5	8	6	4	9	4	4
C2orf16	56	59	42	44	36	71	46	46	33	33	25	46
ZNF512	872	1002	825	734	808	1096	1041	1000	922	872	745	751
CCDC121	47	73	50	62	78	80	53	51	53	56	57	32
GPN1	2005	2320	2091	2240	2369	2842	2291	2143	2111	2207	1904	1972
SUPT7L	1108	1256	1252	1110	1137	1576	1388	1268	1219	1174	1174	1170
SLC4A1AP	1295	1369	1314	1396	1439	1764	1585	1538	1308	1384	1280	1340
MRPL33	1730	2008	1730	1545	1707	2325	1968	1855	1779	1676	1624	1526
RBKS	321	375	319	287	276	378	336	295	287	265	245	276
BRE-AS1	8	6	9	10	10	12	14	9	9	11	9	15
BRE	644	717	677	583	619	865	731	679	673	645	592	634
MIR4263	4	4	3	0	3	4	2	2	0	1	2	1
LOC100505736	0	1	0	1	0	0	2	0	0	2	1	4
LOC100505716	1	2	0	4	5	2	2	1	2	5	1	0
FLJ31356	1	3	0	9	6	11	10	8	7	4	3	3
FOSL2	2329	2488	2258	2550	2857	3379	4431	4027	3869	4049	3585	3550
PLB1	31	25	35	44	67	66	132	108	102	119	115	81
PPP1CB	8543	9965	8481	6993	7221	10349	10092	9514	8990	8482	8027	7614
SPDYA	4	5	7	10	10	5	5	3	3	13	4	6
TRMT61B	200	215	213	234	230	305	258	259	210	256	213	215
WDR43	5225	6086	5411	5720	6087	7347	5932	5938	5873	5628	5277	4857
SNORD92	1	0	1	0	2	0	1	2	0	0	0	0
SNORD53	0	3	1	3	2	2	1	2	6	4	0	4
FAM179A	26	22	13	16	14	28	60	40	47	23	30	42
C2orf71	0	0	0	0	1	2	1	0	0	0	0	0
CLIP4	1067	1281	1124	1117	1143	1468	2007	1842	1859	1729	1660	1609
ALK	2	5	2	4	1	1	6	6	6	1	2	3
YPEL5	1249	1402	1298	1252	1226	1765	1534	1457	1329	1318	1321	1311
LBH	378	437	387	331	307	551	294	251	218	249	231	244
LOC285043	0	0	0	0	0	0	0	0	0	0	0	0
LCLAT1	1003	1099	973	786	937	1193	1089	1176	1147	1146	919	901
CAPN13	0	0	0	0	0	0	0	0	0	0	0	1
GALNT14	2	2	1	0	2	1	3	5	1	4	2	1
CAPN14	1	0	0	0	0	0	0	2	0	0	0	0
EHD3	21	29	14	14	15	30	21	22	22	23	14	20
XDH	15	25	11	18	33	31	7	14	11	15	7	7
SRD5A2	0	0	0	0	1	1	0	1	0	0	0	0
MEMO1	572	654	644	563	703	941	606	579	648	698	538	564
DPY30	695	830	737	729	818	845	961	876	785	804	786	747
SPAST	1072	1149	1042	947	981	1379	1293	1134	1167	1162	1057	1055
SLC30A6	2111	2437	2173	2048	2232	2925	2679	2575	2561	2650	2359	2328
NLRC4	13	18	9	2	8	20	11	15	17	13	11	11
YIPF4	1118	1299	1078	975	998	1495	1316	1288	1186	1150	1112	1125
BIRC6	6631	7374	6798	6495	6653	9429	8202	8005	7275	8615	7155	6908
MIR558	0	1	0	0	0	0	0	1	0	0	0	1
BIRC6-AS2	0	0	1	1	0	0	1	0	1	2	0	1
TTC27	1350	1675	1469	1605	1561	2018	1480	1371	1373	1366	1293	1164
MIR4765	0	0	0	0	0	0	0	0	0	0	0	0
LINC00486	0	0	0	0	0	0	0	1	0	0	0	0
LOC100271832	0	2	0	0	2	0	1	0	0	1	2	0
LTBP1	4723	5607	4890	2865	2734	5023	3273	2880	2606	2399	2388	2358
MIR4430	0	0	0	0	0	0	0	0	0	0	0	0
RASGRP3	145	160	156	197	225	214	480	452	434	406	382	378
FAM98A	1674	1943	1705	1577	1747	2250	1906	1809	1622	1636	1665	1531
LINC01317	0	0	0	1	0	0	0	0	0	0	0	0
MYADML	0	0	0	0	0	0	0	0	0	0	0	0
LINC01320	0	0	0	0	0	0	0	0	1	0	0	0
LOC100288911	149	180	166	141	182	214	198	184	150	127	120	137
CRIM1	21854	24076	21778	21028	21437	28352	22727	21442	21614	20646	18289	17879
FEZ2	1751	2056	1817	1695	1745	2502	2599	2433	2305	2238	2094	2062
VIT	0	0	0	1	0	0	0	0	1	0	0	0
STRN	1314	1370	1270	1232	1211	1772	1673	1623	1516	1724	1352	1370
HEATR5B	1378	1600	1441	1380	1308	1861	1692	1525	1420	1342	1356	1285
GPATCH11	687	876	738	786	761	958	1030	1009	941	995	826	876
EIF2AK2	1917	2007	1817	1665	1782	2579	2355	2266	2135	2241	1939	1814
SULT6B1	0	0	0	0	0	1	0	0	0	0	0	0
CEBPZOS	479	478	440	484	566	675	601	562	546	639	561	524
CEBPZ	4095	4728	3954	4211	4430	5716	4505	4495	4295	4269	4044	3839
NDUFAF7	452	522	422	420	456	611	532	536	514	490	444	443
PRKD3	3116	3715	3310	3167	3312	4253	4789	4360	4157	4407	3811	3530
QPCT	275	352	346	317	336	447	459	391	375	350	350	333
CDC42EP3	8960	9605	8861	8769	9041	12047	6669	6482	6092	6091	5183	5147
LINC00211	3	3	13	9	6	11	6	10	11	7	8	8
RMDN2	143	178	148	119	140	211	192	145	157	179	136	173
RMDN2-AS1	2	1	1	1	0	1	1	2	1	0	0	0
CYP1B1	832	953	853	1588	1778	2219	3244	2838	2617	3870	3370	3345
CYP1B1-AS1	6	4	2	2	6	6	1	4	5	10	6	4
ATL2	2085	2330	2144	2163	2307	2826	3141	2899	2867	2872	2631	2422
LOC101929596	0	3	2	1	2	2	1	4	2	1	2	1
HNRNPLL	1617	1897	1632	1710	1769	2304	2156	2086	2016	1892	1851	1767
GALM	314	352	341	341	377	494	628	583	543	562	543	553
SRSF7	5007	6133	5369	5924	6493	7536	6343	6090	5732	5848	5635	5453
GEMIN6	628	717	597	675	668	887	662	664	650	657	588	642
DHX57	980	1053	979	907	966	1399	1064	999	1017	1044	957	935
MORN2	202	227	228	189	220	288	255	196	190	196	222	227
ARHGEF33	2	3	3	5	5	4	4	8	8	4	2	2
LOC375196	0	0	0	0	0	0	0	0	0	0	0	1
SOS1	598	588	543	542	617	823	738	662	618	938	614	549
CDKL4	6	9	11	10	6	18	9	5	6	10	11	9
MAP4K3	1554	1776	1624	1544	1593	2185	2415	2227	2116	2027	1814	1786
LOC728730	82	102	89	58	56	104	111	79	75	74	87	68
TMEM178A	1	1	2	3	0	4	2	5	0	1	2	0
THUMPD2	515	614	556	579	612	762	627	655	613	695	553	553
SLC8A1-AS1	1	3	1	3	3	0	2	5	6	3	3	2
SLC8A1	0	2	1	1	6	5	0	2	3	1	4	3
LOC388942	0	0	0	1	2	0	1	1	0	0	0	1
LOC101929723	0	1	0	4	1	1	0	0	0	0	0	0
C2orf91	1	0	0	0	0	0	0	0	0	0	0	0
PKDCC	279	280	247	256	304	345	178	147	139	156	106	112
LOC102723824	0	4	4	4	4	2	1	3	0	2	3	4
EML4	4031	4626	4130	3809	3959	5485	5221	4953	4642	4371	3927	3958
COX7A2L	2481	2753	2633	2761	2990	3491	3002	2783	2733	2774	2486	2519
KCNG3	3	2	1	4	7	1	6	9	10	4	2	6
MTA3	496	574	521	519	571	726	596	550	572	563	582	520
OXER1	0	0	0	0	0	1	0	0	0	0	0	0
HAAO	1	1	0	0	0	0	1	0	1	0	0	0
LOC102723854	0	0	1	1	1	1	0	0	0	0	0	0
ZFP36L2	861	808	783	634	635	1103	267	267	204	365	223	250
LINC01126	21	24	17	18	25	17	12	14	6	14	12	7
THADA	1997	2297	1959	2046	2059	2738	2073	2063	1929	2137	1888	1812
PLEKHH2	74	100	80	90	83	132	177	159	168	168	149	110
C1GALT1C1L	76	89	73	52	49	84	72	71	71	39	39	48
DYNC2LI1	167	213	185	133	155	232	200	145	144	150	163	147
ABCG5	0	0	0	0	0	0	0	3	0	0	1	0
ABCG8	0	0	0	1	0	0	0	0	0	0	0	0
LRPPRC	12184	13843	12287	12234	12594	16610	14003	13457	12635	13226	12156	11701
PPM1B	1643	1843	1694	1659	1711	2194	2364	2236	2165	2036	1867	1770
SLC3A1	12	14	12	25	34	26	26	48	34	30	15	28
PREPL	1404	1566	1326	1360	1475	1867	1877	1812	1790	1833	1624	1547
CAMKMT	129	162	136	134	127	169	173	132	146	139	171	122
MIR548AD	0	0	0	0	0	0	0	0	0	0	0	0
SIX3-AS1	3	2	1	0	0	1	0	0	0	1	1	1
SIX3	0	0	2	0	1	1	1	0	0	0	0	2
SIX2	63	78	67	79	83	100	86	113	94	94	67	83
LINC01121	5	7	11	8	8	5	10	5	7	8	8	10
SRBD1	1057	1225	1091	945	1064	1421	1294	1196	1189	1146	1057	955
PRKCE	651	804	698	745	737	937	1091	1058	1087	1051	876	834
EPAS1	2493	2651	2427	2297	2384	3365	2290	1973	1872	2317	1807	1922
LOC101805491	0	0	0	0	0	0	0	0	0	0	0	0
TMEM247	0	0	0	0	0	0	0	0	0	0	0	0
ATP6V1E2	48	51	43	50	40	47	56	54	41	58	40	39
RHOQ	482	569	514	595	463	529	769	601	651	709	673	534
LOC100506142	6	3	0	0	0	3	1	1	6	2	3	2
PIGF	170	155	168	132	150	224	175	173	167	125	124	130
CRIPT	699	774	728	620	604	802	797	695	747	767	701	749
SOCS5	1059	1129	1033	1035	1099	1477	1190	1075	1060	1016	862	919
LINC01118	1	0	0	0	0	0	0	0	0	1	1	1
LINC01119	2	3	3	1	3	3	1	2	4	2	6	3
MCFD2	5187	5978	5408	5227	5437	6905	5975	5853	5519	5757	5367	5166
TTC7A	727	734	778	720	768	887	528	460	471	478	412	426
C2orf61	11	8	6	4	9	9	11	2	2	4	4	3
CALM2	30925	36168	32646	30289	31147	40235	29632	28897	28258	27214	25486	24936
LOC101927043	3	5	3	2	7	11	7	5	4	6	5	7
EPCAM	559	674	616	491	550	708	665	640	607	537	506	448
MIR559	0	0	0	0	0	0	0	0	0	0	0	0
MSH2	3643	4168	3742	3681	3797	4879	4903	4842	4564	4387	4097	4026
KCNK12	0	1	1	1	0	0	0	0	0	2	1	3
HCG2040054	2	0	0	1	2	1	2	1	1	1	1	3
MSH6	4882	5859	5016	5246	5497	7169	5991	5795	5544	5609	5039	4859
FBXO11	805	797	727	701	843	1068	1006	873	867	1041	828	764
FOXN2	1781	2006	1868	1749	1779	2372	1924	1916	1791	1833	1593	1622
PPP1R21	412	480	502	312	338	518	516	457	388	420	331	366
STON1-GTF2A1L	0	0	2	0	1	0	1	0	0	1	1	0
STON1	9	9	4	3	11	17	20	16	10	14	9	15
GTF2A1L	0	0	0	0	0	0	0	0	0	0	0	0
LHCGR	0	0	0	0	0	0	1	0	0	1	0	0
FSHR	0	0	0	0	0	0	0	0	0	0	0	0
MIR548BA	0	0	0	0	0	0	0	0	0	0	0	0
NRXN1	0	0	0	1	0	0	0	0	0	0	0	0
MIR8485	0	0	0	0	0	0	0	0	0	0	0	0
MIR4431	0	0	0	0	0	0	0	0	0	0	0	0
ASB3	35	40	38	43	38	57	51	44	46	49	57	48
GPR75-ASB3	0	0	0	0	0	0	0	0	0	0	0	0
CHAC2	733	895	754	713	808	1049	852	817	846	769	733	775
ERLEC1	2203	2585	2231	2022	2077	2762	2797	2568	2519	2451	2258	2191
MIR3682	0	2	2	2	2	2	4	2	3	6	2	1
GPR75	7	7	8	13	20	23	12	20	17	28	15	18
PSME4	1950	1839	1798	1999	2305	2878	2462	2504	2353	3151	2290	2128
ACYP2	192	249	223	192	152	266	245	213	192	201	199	172
TSPYL6	1	0	0	0	0	0	0	0	1	0	1	0
C2orf73	0	2	2	2	1	3	3	3	0	1	0	1
SPTBN1	19432	20679	18951	19266	20658	28236	30124	27508	26308	26080	23148	22486
RPL23AP32	0	0	4	1	4	2	5	1	0	3	6	0
EML6	100	95	110	95	105	152	187	164	176	166	134	123
RTN4	8073	8710	7892	7839	8660	10769	8608	8068	7621	7894	6864	6804
CLHC1	126	131	110	111	129	165	143	153	121	146	113	123
RPS27A	10624	12724	11165	11898	13229	14500	12628	12461	11608	11579	10866	10648
MTIF2	3103	3595	3127	3439	3558	4404	3219	3271	2967	3093	2849	2722
PRORSD1P	13	13	13	15	16	20	21	22	19	14	10	13
CCDC88A	3368	3746	3295	3042	3376	4659	4697	4681	4068	4753	3833	3671
CFAP36	825	906	867	871	959	1161	1010	986	957	968	926	883
PPP4R3B	3195	3694	3196	3045	3185	4178	3538	3503	3200	3568	3121	2918
PNPT1	2661	3130	2702	3144	3099	4001	3020	3030	2979	2935	2580	2663
EFEMP1	9830	11302	10255	7135	7209	10662	4685	4413	4041	3785	3608	3465
MIR217HG	0	0	0	0	0	0	0	0	0	0	0	0
MIR217	0	0	0	0	0	0	0	0	0	0	0	0
MIR216A	0	0	0	0	0	0	0	0	0	0	0	0
MIR216B	0	0	0	0	0	0	0	0	0	0	0	0
LOC100129434	24	26	26	16	13	32	12	23	16	21	28	9
CCDC85A	69	93	82	76	82	109	131	102	115	91	102	84
VRK2	597	761	608	740	750	955	880	860	797	735	754	687
FANCL	487	532	546	471	515	621	653	642	583	574	539	527
LINC01122	5	1	1	0	1	0	1	1	2	1	0	0
LOC101927285	0	0	0	0	0	0	0	0	0	0	0	0
MIR4432	0	0	0	0	0	0	0	0	0	0	0	0
BCL11A	2	0	0	0	0	0	0	3	0	1	0	3
PAPOLG	653	783	708	629	705	935	880	880	778	818	700	741
LINC01185	0	0	0	0	0	0	0	0	0	0	0	0
REL	143	167	112	128	185	193	200	172	177	201	182	142
PUS10	139	174	151	136	144	228	148	141	138	130	122	127
PEX13	987	1191	1105	1014	984	1358	1150	1123	1080	1043	993	1008
KIAA1841	637	720	655	552	556	758	676	654	596	597	578	605
LOC339803	232	299	255	226	249	335	281	293	241	259	199	216
C2orf74	247	298	296	245	256	336	307	261	220	221	229	220
AHSA2	161	179	143	134	173	203	201	147	146	145	161	173
USP34	3965	4269	4198	3547	3693	5452	4866	4748	4112	5125	4034	3611
SNORA70B	0	0	0	0	0	0	1	0	0	1	0	1
XPO1	12862	14621	13105	14138	14569	19437	16243	15734	14845	17090	15083	14440
FAM161A	362	482	425	336	391	517	522	460	420	457	426	345
CCT4	14064	15835	14204	14762	15519	19066	16553	16307	15774	15361	14093	13556
COMMD1	388	528	471	416	463	614	444	443	398	411	394	369
B3GNT2	1131	1273	1138	1186	1110	1471	1880	1766	1624	1586	1508	1395
MIR5192	0	0	0	0	0	0	0	0	0	0	0	0
TMEM17	42	39	55	33	39	51	49	60	40	37	46	34
EHBP1	1646	1855	1638	1422	1474	2088	1579	1518	1379	1603	1340	1271
LOC100132215	1	3	4	4	2	0	3	8	4	6	3	5
OTX1	7	5	4	11	5	10	6	6	8	19	11	9
DBIL5P2	1	1	0	1	0	3	2	0	1	1	0	0
WDPCP	72	91	87	73	86	92	78	66	68	76	71	80
MDH1	4684	5353	4797	4435	4716	6186	6004	5719	5443	5036	4823	4776
UGP2	2900	3366	2875	2417	2406	3671	2903	2710	2640	2462	2365	2263
VPS54	996	1198	1063	1051	1079	1438	1306	1213	1145	1222	1098	1018
PELI1	231	254	231	225	234	283	271	274	282	251	235	237
LINC00309	1	0	0	0	0	1	0	0	0	0	0	1
LOC100507006	1	0	1	1	1	0	0	0	0	0	0	0
MIR4433B	0	0	0	0	0	1	0	0	0	0	0	0
MIR4433A	0	0	0	0	0	0	0	0	0	0	0	0
LGALSL	760	816	743	492	486	874	574	542	470	448	406	403
AFTPH	1674	1961	1753	1565	1733	2312	2023	1879	1758	1800	1634	1598
MIR4434	0	0	0	0	0	0	0	0	0	0	0	0
LOC339807	0	0	0	0	0	0	0	0	0	2	0	0
SERTAD2	588	518	507	673	797	799	1104	1097	1009	1449	992	943
LOC101927438	0	0	0	0	0	0	0	0	0	0	0	0
LOC400958	0	0	0	1	1	0	0	0	0	0	0	0
SLC1A4	111	115	123	107	117	161	208	181	165	153	163	144
CEP68	287	279	272	231	259	345	307	341	290	295	231	242
RAB1A	2759	3117	2827	2469	2633	3581	3155	3082	2755	2845	2752	2607
ACTR2	7815	9310	7616	7107	7618	11095	9238	9004	7792	8313	7852	7150
SPRED2	434	416	412	398	446	600	525	505	480	627	424	468
MIR4778	0	0	0	0	0	1	0	0	0	0	0	0
LOC729348	0	0	0	0	0	0	0	0	0	0	0	0
MEIS1-AS3	0	1	4	2	5	2	3	2	2	2	1	4
MEIS1	45	46	42	28	32	51	50	48	30	28	29	32
MEIS1-AS2	0	0	0	0	0	0	0	0	0	0	1	0
LOC100507073	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927577	0	0	0	0	0	4	0	0	0	0	0	0
LOC101060019	1	0	0	0	0	0	0	0	0	0	0	0
LOC102724321	0	0	0	1	0	0	0	0	0	0	0	0
LOC102800447	0	0	0	0	1	1	1	0	0	0	0	0
LOC644838	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927661	0	0	0	0	0	0	0	0	0	0	0	0
ETAA1	640	726	681	666	585	830	704	724	692	655	601	613
LOC101927701	2	2	1	2	3	4	1	4	2	2	0	1
C1D	462	522	483	470	551	646	606	550	526	314	500	393
WDR92	515	586	532	501	529	722	660	654	643	580	552	566
PNO1	1408	1661	1429	1559	1736	2112	1485	1566	1492	1431	1416	1287
PPP3R1	1524	1782	1544	1626	1777	2222	2086	1942	1751	2067	1674	1603
CNRIP1	0	0	0	0	1	0	0	0	0	0	0	0
PLEK	0	0	1	0	0	0	0	0	0	0	0	0
FBXO48	84	105	79	101	110	145	118	142	131	119	134	124
APLF	266	336	270	252	301	430	423	355	326	321	311	294
PROKR1	1	1	0	2	0	1	0	0	4	1	2	2
ARHGAP25	7	18	12	13	6	15	16	18	18	19	15	14
BMP10	0	0	0	0	0	0	0	0	1	0	1	0
GKN2	2	1	2	2	8	6	5	3	3	3	2	3
GKN1	0	0	0	0	0	1	1	1	0	0	0	1
ANTXR1	953	889	856	789	825	1187	1117	963	897	1157	924	839
MIR3126	1	0	0	0	0	0	0	0	0	0	0	0
GFPT1	3055	3447	2866	3007	3064	4239	4526	4319	4167	4342	3765	3549
NFU1	863	1019	960	970	1018	1230	1034	1033	992	949	896	903
AAK1	682	631	669	606	682	925	992	877	831	1359	841	784
SNORA36C	0	0	1	0	0	0	0	0	0	0	0	1
ANXA4	1137	1391	1038	873	942	1482	1226	1047	953	951	1004	1014
GMCL1	595	766	620	597	594	903	844	823	746	799	658	685
SNRNP27	647	751	696	726	770	1011	959	953	882	847	845	782
MXD1	207	202	180	157	201	258	255	265	251	273	246	215
ASPRV1	2	2	5	2	1	5	6	3	4	4	5	4
PCBP1-AS1	19	17	10	27	18	18	13	25	19	21	14	18
PCBP1	1046	1139	967	1041	1312	1540	1360	1304	1192	1374	1136	1097
LOC100133985	1	1	1	2	2	0	2	2	1	5	4	0
C2orf42	211	317	260	220	301	356	288	268	300	295	265	245
TIA1	1198	1419	1279	1159	1164	1704	1654	1429	1347	1454	1332	1297
PCYOX1	3518	4011	3503	3015	3005	4767	4021	3669	3257	3638	3270	3183
SNRPG	1555	1803	1655	1569	1735	1963	1811	1927	1785	1736	1678	1561
FAM136A	2952	3368	3129	3084	3408	4049	3625	3443	3492	3291	3068	3046
TGFA	1925	2242	1931	1924	1887	2667	3722	3436	3159	3526	3282	3092
TGFA-IT1	0	0	0	0	0	0	0	4	1	1	1	0
ADD2	0	1	0	1	1	1	3	2	0	1	1	1
FIGLA	0	0	0	0	0	0	0	0	0	0	0	0
CLEC4F	0	0	0	0	0	0	0	0	0	0	0	1
CD207	0	1	1	1	2	1	0	1	1	1	0	0
LINC01143	0	0	0	0	0	0	0	0	0	0	0	0
VAX2	9	7	8	2	6	9	3	5	5	3	6	3
ATP6V1B1	3	0	0	3	2	5	5	2	3	6	1	3
ATP6V1B1-AS1	27	20	18	10	28	27	21	36	36	30	33	31
ANKRD53	1	1	2	2	2	2	5	6	3	3	3	2
TEX261	1985	2143	2215	2147	2320	2846	2566	2425	2120	2432	2132	1860
OR7E91P	0	0	0	0	0	1	0	0	0	0	0	0
NAGK	665	875	721	805	699	876	717	809	662	696	724	768
MCEE	87	93	85	68	77	93	97	99	113	79	82	69
MPHOSPH10	1112	1424	1130	1227	1253	1696	1366	1226	1265	1202	1098	1081
PAIP2B	129	128	117	92	91	126	124	133	107	135	91	110
ZNF638	3220	3927	3434	3341	3394	4625	4056	3670	3480	3395	3352	3258
DYSF	688	751	702	548	615	885	700	685	652	672	605	568
CYP26B1	199	216	193	170	216	262	210	194	191	208	185	180
EXOC6B	584	611	573	588	531	765	648	622	578	659	546	569
SPR	1642	1838	1791	1761	1860	2345	2011	1970	1748	1731	1650	1650
EMX1	8	11	13	5	4	11	7	10	9	8	11	5
SFXN5	237	277	239	253	264	343	399	406	326	358	315	353
RAB11FIP5	693	797	765	823	895	1038	1044	914	923	970	855	800
NOTO	1	0	0	0	1	0	0	1	1	0	0	1
SMYD5	1149	1194	1179	1180	1327	1529	1234	1217	1203	1202	1137	1106
PRADC1	433	533	535	465	582	626	632	595	598	514	469	502
CCT7	12583	14152	13040	12676	13462	17119	14839	14346	14095	13279	12453	12068
FBXO41	180	194	178	179	182	253	202	199	173	189	166	160
EGR4	0	1	0	1	1	2	0	1	0	3	0	2
ALMS1	1721	1879	1780	1764	1867	2518	1996	1989	1741	2213	1726	1648
ALMS1-IT1	32	33	28	37	40	46	35	30	23	41	30	18
NAT8	0	2	0	0	0	1	8	4	5	1	4	4
ALMS1P	4	0	0	1	0	3	2	2	1	0	2	0
NAT8B	0	0	0	0	1	0	0	0	0	0	0	0
TPRKB	667	782	640	749	863	981	855	879	852	834	756	704
DUSP11	864	1019	922	829	818	1165	893	882	875	863	770	811
C2orf78	0	1	0	1	4	0	2	0	0	0	0	0
STAMBP	1856	2170	1963	1696	1856	2467	2022	1871	1771	1845	1793	1710
ACTG2	1	4	1	3	2	4	2	3	1	2	1	7
DGUOK	997	1061	1052	980	974	1259	1047	1010	1019	952	910	859
DGUOK-AS1	26	25	23	15	32	40	26	31	32	24	30	29
TET3	412	375	365	360	420	492	418	416	370	535	385	359
BOLA3	1175	1320	1194	1176	1223	1594	1120	1162	1138	1014	1016	957
BOLA3-AS1	14	24	22	25	16	35	26	18	32	37	21	13
MOB1A	3054	3495	3068	3047	3274	4186	4279	4025	3777	3829	3692	3497
MTHFD2	2534	3071	2697	2842	3104	3629	3343	3242	3205	3073	2835	2848
SLC4A5	187	225	201	246	262	288	258	247	242	272	225	238
DCTN1	3670	4091	3987	3703	3959	5196	4592	4232	3929	3892	3569	3439
DCTN1-AS1	2	7	4	5	1	9	0	3	3	3	5	1
C2orf81	10	14	19	10	17	15	19	19	10	7	13	16
WDR54	914	1035	1008	894	980	1183	1053	967	887	925	892	795
RTKN	251	298	235	232	221	273	243	229	171	182	197	175
INO80B	18	36	28	29	31	37	22	18	20	15	25	19
INO80B-WBP1	0	0	0	0	0	0	0	0	0	0	0	0
WBP1	3	8	5	8	11	18	8	6	3	8	9	8
MOGS	1985	2233	2218	2244	2300	3071	2193	2084	2162	2106	1993	1963
MRPL53	631	702	629	606	634	809	654	636	669	622	576	567
CCDC142	223	206	203	250	261	298	279	270	233	250	250	245
TTC31	239	253	220	220	242	289	290	276	263	288	244	266
LBX2	24	30	34	23	18	32	27	39	24	28	20	29
LBX2-AS1	14	15	13	19	23	19	20	16	8	17	18	12
PCGF1	383	429	423	411	440	505	364	393	425	444	373	344
TLX2	1	0	1	0	1	1	0	0	1	0	0	0
DQX1	2	5	3	2	8	2	2	2	6	6	4	7
AUP1	2277	2545	2462	2866	3179	3460	2726	2592	2640	2858	2611	2517
HTRA2	542	567	553	559	605	738	597	593	571	565	510	477
LOXL3	82	94	79	60	83	104	78	72	73	73	55	55
DOK1	521	601	543	484	569	733	505	473	464	489	427	446
M1AP	2	2	2	2	5	3	3	1	3	4	0	1
SEMA4F	493	545	566	458	452	608	525	522	445	476	429	404
HK2	1592	1903	1692	1589	1733	2267	3133	2840	2497	2875	2315	2124
LINC01291	1	0	0	6	6	3	8	17	14	11	7	2
POLE4	882	975	961	915	1023	1275	1005	1037	961	940	932	872
TACR1	1	1	2	2	4	2	0	0	0	4	1	0
MIR5000	0	0	0	0	0	0	0	0	0	0	0	0
EVA1A	291	342	324	393	496	467	664	730	685	653	600	678
LOC101927884	0	1	0	0	1	0	1	1	2	3	1	0
MRPL19	2356	2626	2323	2361	2475	3351	2814	2772	2570	2887	2425	2274
GCFC2	907	1077	918	939	989	1287	1089	1087	1092	1080	986	935
LRRTM4	0	0	0	0	1	1	0	0	0	0	0	1
LOC101927907	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927967	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927926	0	0	0	0	0	0	0	0	0	0	0	0
SNAR-H	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927948	0	0	0	0	0	0	0	0	0	0	0	0
REG3G	0	0	0	0	0	0	0	0	0	0	1	0
REG1B	0	0	0	0	0	0	0	0	0	0	0	0
REG1A	0	0	0	0	0	0	0	0	0	0	0	0
REG1P	0	0	0	0	0	0	0	0	0	0	0	0
REG3A	0	0	0	0	0	0	0	0	0	0	0	0
LOC101927987	0	0	0	0	0	0	0	0	0	0	0	0
CTNNA2	0	2	1	0	0	1	0	0	0	0	0	0
MIR4264	0	0	0	0	0	0	0	0	0	0	0	0
MIR8080	0	0	0	0	0	0	0	0	0	0	0	0
LRRTM1	0	0	0	0	0	0	0	0	0	0	0	0
LOC100507201	0	0	0	0	0	0	0	0	0	0	0	0
LOC1720	0	0	0	0	1	2	0	0	0	1	1	1
FUNDC2P2	18	29	23	21	44	54	25	41	20	25	42	30
SUCLG1	1855	2135	1891	1929	2129	2672	2318	2128	2060	2016	1929	1836
DNAH6	4	10	8	7	9	7	6	10	14	8	16	9
TRABD2A	619	702	632	511	558	776	612	577	561	527	449	487
TMSB10	37301	43424	41693	35710	36820	46160	34219	32490	32846	29816	27918	27525
KCMF1	1855	2129	1927	2157	2350	2704	1950	1882	1900	1884	1720	1692
